iter	RMSE
0	0.1301156258
1	0.1274788689
2	0.1245484945
3	0.1219158471
4	0.119758907
5	0.1168767572
6	0.1142094317
7	0.1118879278
8	0.1094841583
9	0.1075869643
10	0.1053235166
11	0.1030413691
12	0.1009979383
13	0.09907417223
14	0.0968422274
15	0.09462791171
16	0.09244303939
17	0.09051603676
18	0.08886777983
19	0.08637515388
20	0.08489184212
21	0.08318446416
22	0.08135339921
23	0.08022498696
24	0.07873132905
25	0.07714405516
26	0.07590294168
27	0.07486961832
28	0.07340662402
29	0.07182411382
30	0.07046554847
31	0.06940823985
32	0.06825171563
33	0.06702801137
34	0.06584134372
35	0.06463374319
36	0.06378270045
37	0.06306453859
38	0.06209153284
39	0.0615422305
40	0.06073094197
41	0.05988288036
42	0.05922521494
43	0.05832308365
44	0.0575013986
45	0.05643013048
46	0.05549892854
47	0.05447237464
48	0.05383641614
49	0.05289524323
50	0.05221561699
51	0.05149099862
52	0.05075165691
53	0.04987932951
54	0.04903659362
55	0.04829953871
56	0.047796287
57	0.04701080431
58	0.04652985298
59	0.0459094665
60	0.04531115139
61	0.04488924909
62	0.04434502872
63	0.04390194558
64	0.04342411725
65	0.04292113797
66	0.04253272445
67	0.04211398156
68	0.04177404039
69	0.04121778906
70	0.04074004611
71	0.04024887777
72	0.03973914365
73	0.03928797259
74	0.03886853903
75	0.03852862349
76	0.0380961326
77	0.03773230278
78	0.03720790376
79	0.03682294134
80	0.03631503391
81	0.0358464503
82	0.03548556087
83	0.0351747372
84	0.03488005562
85	0.03436930063
86	0.03403964755
87	0.03363330862
88	0.03315743801
89	0.03284117623
90	0.03246450078
91	0.0321772004
92	0.03197680312
93	0.03165271437
94	0.0312993248
95	0.03090134802
96	0.03064493894
97	0.03033679067
98	0.03005750064
99	0.02972067542
100	0.02939969129
101	0.02919107417
102	0.02889954852
103	0.0285279672
104	0.02819444675
105	0.02795156744
106	0.02760462377
107	0.02733311477
108	0.02701643683
109	0.02667480185
110	0.0264953052
111	0.02624781641
112	0.02620921544
113	0.02592507671
114	0.02568808093
115	0.02540998499
116	0.02534610647
117	0.02501202265
118	0.02471909636
119	0.02442142638
120	0.02418529679
121	0.02392250016
122	0.02384024359
123	0.02367268045
124	0.02344850086
125	0.02329410224
126	0.02307277693
127	0.02277452124
128	0.02248660852
129	0.0223835915
130	0.02216026982
131	0.02192780198
132	0.02185271153
133	0.02167896976
134	0.02144672768
135	0.02128294293
136	0.02112101706
137	0.02103859137
138	0.0208043281
139	0.02073072024
140	0.02055404024
141	0.02035188436
142	0.02029764469
143	0.02024576927
144	0.02021615277
145	0.02007355556
146	0.02002273713
147	0.01983538556
148	0.01978671421
149	0.01954914845
150	0.01950098357
151	0.01946090965
152	0.0194112271
153	0.01920798582
154	0.01917018638
155	0.01902116456
156	0.01885379959
157	0.01881711401
158	0.01877557557
159	0.01859069157
160	0.01855556249
161	0.01853014115
162	0.01837200766
163	0.01815372151
164	0.01811260793
165	0.01807247697
166	0.01803376351
167	0.01786404019
168	0.01774235763
169	0.01762738165
170	0.01745263441
171	0.0174140057
172	0.01725104414
173	0.01722578899
174	0.01718902158
175	0.01702419143
176	0.01690816374
177	0.01672548824
178	0.0167014025
179	0.01667769771
180	0.01665436719
181	0.01655210335
182	0.01639522521
183	0.01635824157
184	0.01633600895
185	0.01630673697
186	0.01628524521
187	0.0161193244
188	0.01609141094
189	0.0160579943
190	0.01603771322
191	0.01590497701
192	0.01574678848
193	0.01572064742
194	0.01569505618
195	0.01556969506
196	0.01541912793
197	0.01530612528
198	0.01516955675
199	0.01508410716
200	0.01496789666
201	0.01483294626
202	0.01475156492
203	0.01462201865
204	0.01451385459
205	0.01438776403
206	0.01429111706
207	0.01420048763
208	0.0141083858
209	0.01409166795
210	0.01402065842
211	0.01389722598
212	0.01388106191
213	0.01386514937
214	0.01378721731
215	0.01366675345
216	0.01355258094
217	0.01342563741
218	0.01330562526
219	0.01320417818
220	0.01313302778
221	0.01305052586
222	0.01295392851
223	0.01289870972
224	0.01275018989
225	0.01264331662
226	0.01254952637
227	0.01244782566
228	0.0123990784
229	0.01238192717
230	0.01236509749
231	0.01226799646
232	0.01225159471
233	0.01214895651
234	0.01206787843
235	0.01200646989
236	0.01199073347
237	0.01190248193
238	0.01188366353
239	0.01186727622
240	0.01184905134
241	0.01183312463
242	0.01181748579
243	0.01172353484
244	0.01164249077
245	0.01159199203
246	0.01157017945
247	0.01145054006
248	0.011429311
249	0.01136479099
250	0.01133787243
251	0.01132146734
252	0.01130139088
253	0.01128183746
254	0.01122621342
255	0.01120716422
256	0.01112781381
257	0.01110934583
258	0.01108975399
259	0.01100978902
260	0.01099088628
261	0.01093040174
262	0.01090560986
263	0.01089190421
264	0.01083300814
265	0.0107479314
266	0.01073168101
267	0.01068738478
268	0.01066500488
269	0.01062770377
270	0.01057157516
271	0.01049305442
272	0.0104762009
273	0.01045972712
274	0.01041971511
275	0.01037738858
276	0.0103566138
277	0.01028047134
278	0.01019008435
279	0.01011918854
280	0.01005277944
281	0.01004115878
282	0.0100323676
283	0.009947932011
284	0.009880726074
285	0.009869605771
286	0.00979562612
287	0.00978470653
288	0.009720822077
289	0.009654519612
290	0.009575851769
291	0.009496461155
292	0.009437646025
293	0.009389842247
294	0.009353257939
295	0.009298279475
296	0.009224954545
297	0.009177543551
298	0.009133542417
299	0.009055733703
300	0.009000060607
301	0.008957374435
302	0.008912609566
303	0.008874940882
304	0.008800877822
305	0.008749190811
306	0.008737715203
307	0.008647306432
308	0.008579272223
309	0.008568092894
310	0.008480115377
311	0.008471543982
312	0.008463114314
313	0.008395525439
314	0.008387260799
315	0.008311472687
316	0.008239418176
317	0.008231220319
318	0.008223158164
319	0.008215227546
320	0.008145773404
321	0.00813601848
322	0.008072035419
323	0.008062397911
324	0.008032736924
325	0.007975033182
326	0.007967387238
327	0.007909176341
328	0.007901579429
329	0.007892364946
330	0.007864267014
331	0.00780007595
332	0.007761686465
333	0.007712446956
334	0.007702923691
335	0.007693587455
336	0.007631643767
337	0.007622429663
338	0.007547490582
339	0.00753868584
340	0.007489158521
341	0.007481886368
342	0.007473340198
343	0.00742723545
344	0.007420150819
345	0.007413178709
346	0.00740106926
347	0.007330513791
348	0.00731868468
349	0.00727612265
350	0.00721574583
351	0.007162455549
352	0.007077733327
353	0.007036813137
354	0.007013430728
355	0.006975234435
356	0.006895503073
357	0.006859079522
358	0.006802253677
359	0.006795614059
360	0.006769233815
361	0.006762696959
362	0.006756253088
363	0.006696197606
364	0.006671596968
365	0.006665225065
366	0.00664153645
367	0.006587781827
368	0.006537753345
369	0.006506238882
370	0.006499936634
371	0.006454369666
