Sample_ID,Treatment,Variety,Sample,R460,R520,R580,R660,R710,R730,R760,R780,R810,R850,R900,BF(F440),GF(F520),RF(F690),FrF(f740)
RD2_1257_3,RD2,1257,3,0.049102,0.1819584316717289,0.1962624965978732,0.1964063700761639,0.1596163059604182,0.2266576858449181,0.2658709427916074,0.27261248078951,0.2489605049242814,0.2825345839809393,0.2528185375490526,0.0876575012368733,0.1236083530686593,0.1392404487480073,0.3000748730365768
RD2_1252_1,RD2,1252,1,0.041786,0.1845450327386257,0.1533045308307939,0.1389542981115955,0.0901959284203795,0.1690322885902201,0.2712574220838985,0.3213297583594333,0.309170491687596,0.3353124160826614,0.3058143015520558,0.0812960064594159,0.1104757783122242,0.0968207167938746,0.3440436289777862
RD2_1252_2,RD2,1252,2,0.043718,0.1742288630938499,0.1522241665467356,0.1461390040281576,0.1037330215231126,0.1749106616235264,0.2191164035713293,0.2498784525285677,0.242313665408096,0.258025119679564,0.2482149763444962,0.0814469053116,0.1110035278110128,0.1129817634469438,0.3099227559779454
RD2_1252_3,RD2,1252,3,0.051832,0.2189923713757736,0.2204671095305485,0.2073267908841918,0.1385532488990958,0.2292003445254862,0.3344250391124237,0.3693403298909494,0.346315076288062,0.3732888851303699,0.3575026079722818,0.0867389473394751,0.1312241335815699,0.1238069332414659,0.3489147700540651
RD2_1235_1,RD2,1235,1,0.042538,0.2273798411117439,0.1386277584876922,0.141345233716663,0.0956888961270239,0.1444366305795441,0.2028465415604316,0.2198282224031701,0.2126898633346498,0.2370233931704273,0.2242656037353215,0.0776581853022307,0.1005196476673508,0.0934060033188071,0.2359569215361061
RD2_1235_2,RD2,1235,2,0.038761,0.1436181934023568,0.1081611383906203,0.1076067452819033,0.0795256414924129,0.1195616794335578,0.1644755871349074,0.175566374261274,0.168297246620728,0.1846385764592025,0.1864201948077903,0.0720076971566968,0.092203223904658,0.0931336585010134,0.2067699785524006
RD2_1235_3,RD2,1235,3,0.038444,0.147254819868077,0.1108268563656931,0.1097110996228976,0.0809967391397133,0.1356037480589516,0.172856100542026,0.2022652214054106,0.1914813325052309,0.2091858482523444,0.211565446252579,0.0698558944794315,0.0876860548140825,0.0896410175941,0.2220689493036662
RD2_1228_1,RD2,1228,1,0.038289,0.146670086651199,0.1239300353939284,0.1171579441636935,0.0877021391119209,0.1316945565977183,0.1872741213145299,0.2061360638967241,0.2030465061697198,0.2131336948784773,0.2094653197599113,0.0849946574495769,0.1081396116342182,0.1046399993386899,0.2857786183363182
RD2_1228_2,RD2,1228,2,0.041518,0.1469447014573813,0.1192446147593335,0.1186248518269492,0.0935858468843409,0.135711189777095,0.1872766487499923,0.1970302391628422,0.1975274341801173,0.2183981518713355,0.2088753937502436,0.078487750853089,0.10810102831522,0.103608497476021,0.2716077191945718
RD2_1228_3,RD2,1228,3,0.043618,0.1591455979792042,0.1400338361777387,0.145390446567853,0.1049199761078331,0.1565440266383342,0.1933739012846518,0.2147518775806574,0.1880999779658424,0.2191712758182356,0.2044758828229502,0.0805961026052779,0.1139255697786903,0.1144775453155071,0.2690712088754114
RD2_1219_1,RD2,1219,1,0.038644,0.1439594854100912,0.110442657343501,0.1104806548386037,0.0914311904872258,0.1232994031286277,0.1569134983342189,0.1623134829140966,0.1653452946059936,0.1849111007126812,0.178000808690981,0.0707803284036181,0.0895784082497313,0.0919985481626784,0.2084020224881308
RD2_1219_2,RD2,1219,2,0.047955,0.1755907455692582,0.1645414281273316,0.1598610900271031,0.1210722548552196,0.1743442783218182,0.2121017802259721,0.2228380763383082,0.230536891242557,0.2344639194116948,0.2238916204989332,0.0798492147914179,0.1209371835616816,0.1146054909281673,0.2720117539723325
RD2_1219_3,RD2,1219,3,0.040978,0.1513707792572616,0.1209645654748815,0.11709557212126,0.0777495757832095,0.1361709534510361,0.1911230321107817,0.219765065279439,0.1966678405867236,0.2117200156415843,0.2107407226751393,0.065118477024951,0.086713104780455,0.0850614652216311,0.2343625899838035
RD2_1218_1,RD2,1218,1,0.054481,0.169802269492905,0.1751549573804417,0.1816048846934398,0.143066794105151,0.1987070589928598,0.2324718525679599,0.2459399148454233,0.2250535802030298,0.2418735920247706,0.2351915908429524,0.0826839137222417,0.1281966199632687,0.1423900537218489,0.2797171555683258
RD2_1218_2,RD2,1218,2,0.050492999999999996,0.1994865377880976,0.2297278362277097,0.2261942457155529,0.1643378486829861,0.2530251838511895,0.2925291862418406,0.3161514845066566,0.2909051651973203,0.3035625174473238,0.2850391200638182,0.088168531543052,0.1454330564057599,0.127905858893312,0.3248373277959137
RD2_1218_3,RD2,1218,3,0.046505,0.1659287078987095,0.1637790299378639,0.1550185640066528,0.1178918705508641,0.1743417349993666,0.2231769712491904,0.2522852518560594,0.2353804060714977,0.2623730203004095,0.240456531168898,0.0796394688350813,0.1168058734357816,0.1134216640647751,0.3138793737508387
