Sample_ID,Treatment,Variety,Sample,R460,R520,R580,R660,R710,R730,R760,R780,R810,R850,R900,BF(F440),GF(F520),RF(F690),FrF(f740)
RD2_1214_1,RD2,1214,1,0.050967,0.135416309014921,0.0538966992982359,0.0588267565849716,0.0467243105813942,0.0668160482154973,0.084571016348164,0.18913715644176152,0.0913169321895424,0.1112631263616558,0.1189435389433551,0.0848934124046747,0.0554480685617325,0.0714232850844556,0.2868232278022372
RD2_1214_2,RD2,1214,2,0.050967,0.1405982152588705,0.0618201650612908,0.0651788947987218,0.0505511315448626,0.0711176300805675,0.0980017836065975,0.1026415447793289,0.1020571029041479,0.1219549157450019,0.1199180973909226,0.0846562903993143,0.0569512363373452,0.071549470323729,0.2868232278022372
RD2_1214_3,RD2,1214,3,0.050967,0.183668111560867,0.1715624136817975,0.1698985001153252,0.121270467799307,0.1903846871651797,0.2718105608402327,0.2756327681041941,0.2616421198093597,0.2842315503237426,0.2705504605516613,0.0772747977768454,0.1229318866482117,0.108045471460392,0.2868232278022372
RD2_1210_1,RD2,1210,1,0.046294,0.1852299337513479,0.1784916795390974,0.1762947665103042,0.1193451984365866,0.1869958604024326,0.2625168132238075,0.2786776617270824,0.2712883087923026,0.2954288152038581,0.2651218149116512,0.0775084552433131,0.1165359380395639,0.1082636436045578,0.290507225737513
RD2_1210_2,RD2,1210,2,0.046443,0.1849893279911027,0.1800979826882006,0.1762119481875428,0.1184618736096821,0.1855950107359812,0.2583140341757572,0.2974076152599071,0.263881807566123,0.282164196811838,0.2696463786593205,0.0801716415728209,0.125489705988754,0.1079980550173997,0.3002268582582062
RD2_1210_3,RD2,1210,3,0.05379,0.1989535697810454,0.2043097712538207,0.215799824930921,0.1538895219832497,0.2326549973013115,0.314438995865183,0.3076211023345442,0.2922537730354222,0.32652387777129,0.2956190773391584,0.0900838147464293,0.1412702891718343,0.1424487111604179,0.3193437435581098
RD2_1110_1,RD2,1110,1,0.038862,0.1566104283543847,0.1412851438286627,0.1294490383444007,0.0854662572040404,0.1441141104382826,0.2321257476769092,0.2762772462249574,0.261213637426665,0.2735529721339436,0.2562061178792364,0.0720209676457813,0.1052114291291511,0.0880517948574402,0.3176662782164011
RD2_1110_2,RD2,1110,2,0.036916,0.1444935291968467,0.1213036383576172,0.1230520647443272,0.0980650529012155,0.1352494517739242,0.171180790368964,0.1958298576644307,0.1774363944115092,0.1993552120048692,0.1971765948180633,0.0758800130573659,0.1059922128162218,0.1063937585411557,0.2571845889860905
RD2_1110_3,RD2,1110,3,0.044218,0.1679463136789394,0.1548288867644312,0.1473916307554074,0.1071708568379181,0.1630545214572861,0.2368583731617972,0.243922000971527,0.2337729580653528,0.2405091715105668,0.2363521971981229,0.0837043645888199,0.1366535555316706,0.1156036517903959,0.3232707893583974
RD2_1099_1,RD2,1099,1,0.05903,0.170928466408253,0.2020890806656965,0.19722906654031,0.1329362761167872,0.2081512136217414,0.2372327963718599,0.2751275099514882,0.2518374619827149,0.2825734971073725,0.2771124662729402,0.0977470005108643,0.1531263150665023,0.1346964797353166,0.3015808326735542
RD2_1099_2,RD2,1099,2,0.057383,0.170928466408253,0.1692130597099485,0.1639530886855939,0.1092721218911969,0.180832131965187,0.2214673132372312,0.2542729146045024,0.2552195431823487,0.2817683372355738,0.2701165713533034,0.0917379785786239,0.1429123420168363,0.1273554994294837,0.3034555716395432
RD2_1099_3,RD2,1099,3,0.053725,0.170928466408253,0.1801593047099262,0.1734995582853876,0.1207200882559422,0.189965614103295,0.2233056037347815,0.2726497016676994,0.2376678875802316,0.2637615786893517,0.2495471101210421,0.0924289918124414,0.1466792067389775,0.1269178948752074,0.2944767582538481
RD2_73_1,RD2,73,1,0.051179,0.2104475382200617,0.2075117222580105,0.2047153881510511,0.1380328407351928,0.2159107214412028,0.3012032024998405,0.3108445614448239,0.3006177595046841,0.3213152192910202,0.3000600089358406,0.0922001917824034,0.1572436682482665,0.1323908848775834,0.3355418719898712
RD2_73_2,RD2,73,2,0.04641,0.1929313351090573,0.1878985404966902,0.1756400923168977,0.1205431969121041,0.196992015818376,0.2687710157566629,0.2965205633036553,0.2648198290810714,0.2854909661459086,0.2649100115207815,0.0829543599447426,0.1397827714067771,0.1129432355303454,0.3057467805029278
RD2_73_3,RD2,73,3,0.04712,0.196509953689616,0.1754979793014832,0.15706646493957,0.1002704001342143,0.189137045057208,0.3087427268955226,0.333360406172959,0.3158778737216319,0.3333785658442005,0.3173513669372757,0.0808873023656726,0.1329528960773257,0.096076756269454,0.3432838270308571
RD2_12_1,RD2,12,1,0.053148,0.2183198839501245,0.2262308925095397,0.2125918389515065,0.1278694730497949,0.2203833163494613,0.3461523032693722,0.3797418306928873,0.3777313331272277,0.3887501868483282,0.3566938178473282,0.0824179995950597,0.1404127748293941,0.1054631515160201,0.3536387944891137
RD2_12_2,RD2,12,2,0.047318,0.1853307142357009,0.1588585745132867,0.1572738290072732,0.1124688251296828,0.1700295813933496,0.2213665917120179,0.2451312128456108,0.2273148808283336,0.2520806396981429,0.2455129146159611,0.0820280158581256,0.1220650253811465,0.1107180009316318,0.28998460179064
RD2_12_3,RD2,12,3,0.046393,0.1685638693675073,0.1595204183920114,0.1646424516261042,0.133112377541709,0.1816908200123572,0.2138564706863113,0.2284851242446946,0.2107899956224123,0.2361519790252991,0.224382223798385,0.0809257367405194,0.1115581401085138,0.1272720434832524,0.236063158671644
