iter	RMSE
0	0.1288570319
1	0.1255092254
2	0.1228286849
3	0.1202928759
4	0.1172700397
5	0.1147454624
6	0.1118534864
7	0.1090163417
8	0.1071771864
9	0.1044945399
10	0.1022829575
11	0.09992240701
12	0.09830497076
13	0.09636702996
14	0.09433584147
15	0.0925466954
16	0.091074784
17	0.08901349836
18	0.08759837803
19	0.08588215936
20	0.08423021208
21	0.08251375942
22	0.08128954488
23	0.07976896884
24	0.07841673875
25	0.07702448188
26	0.0758800024
27	0.07422409924
28	0.07307995397
29	0.07186264908
30	0.07040488149
31	0.06907486081
32	0.06782247991
33	0.06663153074
34	0.06559907137
35	0.06458217596
36	0.06330851549
37	0.06235971978
38	0.06145355182
39	0.06074419086
40	0.06004058441
41	0.05915316015
42	0.05837606293
43	0.0574686661
44	0.05639962366
45	0.05545722367
46	0.05460418267
47	0.05406532751
48	0.0533144619
49	0.05252366177
50	0.05160896547
51	0.05111133957
52	0.05061192319
53	0.04991223358
54	0.04926276243
55	0.04846414956
56	0.04782876472
57	0.047135202
58	0.04659430347
59	0.04603966309
60	0.04538863175
61	0.0449731959
62	0.04451138156
63	0.04406760279
64	0.0435503269
65	0.04306013972
66	0.04254367045
67	0.04219705524
68	0.0417305925
69	0.04135508531
70	0.04090160127
71	0.0403084989
72	0.03989109485
73	0.03943110898
74	0.03899945243
75	0.03863756677
76	0.03820252537
77	0.03779343712
78	0.03735572808
79	0.03684956178
80	0.03650281699
81	0.03604606611
82	0.0355905842
83	0.03518811545
84	0.03473089084
85	0.03446358502
86	0.03416746628
87	0.03394205795
88	0.03366182004
89	0.03337195851
90	0.03301995471
91	0.03275412136
92	0.03241281068
93	0.03216748109
94	0.03183209409
95	0.03159447796
96	0.0313108379
97	0.03098970689
98	0.030691762
99	0.03035267901
100	0.03016486394
101	0.02986720178
102	0.02962325443
103	0.02936404876
104	0.02915194206
105	0.02891542322
106	0.02866822693
107	0.02846293178
108	0.02825167844
109	0.0281360878
110	0.02806966917
111	0.02779268418
112	0.02775339131
113	0.02751948677
114	0.02732412063
115	0.02700634002
116	0.02680334753
117	0.02663196282
118	0.02640424447
119	0.02624559453
120	0.02595468601
121	0.02586737424
122	0.02580024996
123	0.02551079545
124	0.02527128297
125	0.02506668968
126	0.02484200535
127	0.02463254615
128	0.02444784681
129	0.02425060102
130	0.02405907406
131	0.02402199025
132	0.0239704533
133	0.02392473399
134	0.02372247289
135	0.02353848662
136	0.0233379265
137	0.0231802725
138	0.02310590849
139	0.02288586061
140	0.02282010681
141	0.02278937782
142	0.02275914956
143	0.02265840004
144	0.0224259324
145	0.02237715316
146	0.02224770367
147	0.02200251383
148	0.02193746466
149	0.02190668681
150	0.02176367652
151	0.02157467328
152	0.02151867077
153	0.02146411652
154	0.0213170276
155	0.0211507454
156	0.02112316821
157	0.02105638846
158	0.02090058295
159	0.02069866156
160	0.02067011067
161	0.02046352767
162	0.02029899308
163	0.0200977006
164	0.01990800995
165	0.01985564033
166	0.01981026835
167	0.01976604334
168	0.01972151341
169	0.01964103001
170	0.01961177067
171	0.01947617682
172	0.01935102171
173	0.0191726756
174	0.01912759536
175	0.01901200464
176	0.01897794042
177	0.01894274157
178	0.01889550494
179	0.01871513057
180	0.018692978
181	0.01865836346
182	0.01862582751
183	0.01852087465
184	0.01849182091
185	0.01835972795
186	0.01820591991
187	0.0180560793
188	0.0180333054
189	0.01800946174
190	0.01785648716
191	0.01773504082
192	0.0176432592
193	0.01761501727
194	0.01759227754
195	0.01749407961
196	0.017334594
197	0.01731227286
198	0.01717063016
199	0.01714870007
200	0.01711351288
201	0.01708740894
202	0.01706634727
203	0.01699134241
204	0.01696593059
205	0.0168656688
206	0.01683423272
207	0.01669674833
208	0.01651999968
209	0.01636622882
210	0.0162360741
211	0.01621325635
212	0.01609093015
213	0.0159884735
214	0.01596892642
215	0.01594797768
216	0.01592887668
217	0.01591003074
218	0.01579889654
219	0.01575681205
220	0.01569264901
221	0.01567315426
222	0.01553886943
223	0.01541033433
224	0.01538963002
225	0.01526205951
226	0.01516166351
227	0.01514099854
228	0.01511679585
229	0.01509749011
230	0.01501545728
231	0.0149966009
232	0.01485102972
233	0.01483425834
234	0.01474154459
235	0.01464044692
236	0.01462255924
237	0.01460503795
238	0.0145441835
239	0.0144159732
240	0.01432827341
241	0.01425673161
242	0.01424112257
243	0.01412390194
244	0.01410655688
245	0.01401455292
246	0.01390592865
247	0.01379572619
248	0.01377963261
249	0.01370324177
250	0.0135900465
251	0.0135731379
252	0.01348237128
253	0.01346845619
254	0.01339067102
255	0.01327604171
256	0.01316333799
257	0.01314760375
258	0.01304666392
259	0.01303213891
260	0.01292340382
261	0.01290816997
262	0.01289430064
263	0.01278493829
264	0.01270761234
265	0.01260582993
266	0.0124972181
267	0.01242173912
268	0.01231579805
269	0.0123020408
270	0.01228991746
271	0.01216073043
272	0.01214779632
273	0.01213479772
274	0.01211475117
275	0.01203521998
276	0.01202190243
277	0.01200842709
278	0.01199518595
279	0.01191222329
280	0.0118074207
281	0.01173940479
282	0.0117266655
283	0.01163921059
284	0.01162739894
285	0.01153063269
286	0.01146150743
287	0.01136741528
288	0.01131737582
289	0.01130599418
290	0.01129549572
291	0.01128363679
292	0.01127273506
293	0.01124521031
294	0.01115999791
295	0.01114921138
296	0.01113171523
297	0.01110530433
298	0.01101602977
299	0.01098557157
300	0.01097552544
301	0.01096613282
302	0.01095691958
303	0.01094404646
304	0.0109289295
305	0.01086592571
306	0.01085544086
307	0.01076910847
308	0.01071413188
309	0.01070412349
310	0.01069444947
311	0.01063539801
312	0.01061377435
313	0.01060206849
314	0.01058524895
315	0.01051172617
316	0.01050274016
317	0.01040338848
318	0.01034752619
319	0.01032022987
320	0.01026354199
321	0.01019596969
322	0.01011839846
323	0.01004934185
324	0.009986683621
325	0.009943103697
326	0.009934016655
327	0.009887319275
328	0.009878916285
329	0.009834091836
330	0.00980751963
331	0.009733585525
332	0.00971472133
333	0.009681057671
334	0.009667327706
335	0.009624439664
336	0.009556104111
337	0.009509284596
338	0.009464147127
339	0.009401395346
340	0.009351708126
341	0.009343476968
342	0.009304922072
343	0.00923163534
344	0.00918908298
345	0.009174217711
346	0.009160920674
347	0.009146664758
348	0.009080973235
349	0.009036687901
350	0.008986480585
351	0.008925273726
352	0.008917413448
353	0.008909678213
354	0.008899185047
355	0.008854337988
356	0.008780820864
357	0.008769952994
358	0.008718638219
359	0.008711299795
360	0.008679864719
361	0.008619535451
362	0.008577425255
363	0.00853776536
364	0.008519608352
365	0.008502031238
366	0.008463569818
367	0.008426437189
368	0.008374750701
369	0.008319148906
370	0.008303500277
371	0.008258348026
372	0.008210089071
373	0.008199558326
374	0.008156522689
375	0.008110533299
376	0.00806002319
377	0.008020538883
378	0.007944167649
379	0.007879179052
380	0.007817297736
381	0.007795463676
382	0.007747704064
383	0.007741589556
384	0.007732576249
385	0.007715866714
386	0.00766096832
387	0.007606955602
388	0.007593878729
389	0.007541130848
390	0.007532949159
391	0.007486781073
392	0.007480033407
393	0.007451889527
394	0.007425152335
395	0.007414005852
396	0.00737009343
397	0.007363611158
398	0.007352505033
399	0.007317483845
400	0.007300112889
401	0.007283794521
402	0.007244596971
403	0.007190892363
404	0.007181684229
405	0.007155463338
406	0.007105778717
407	0.007056682088
408	0.006997721714
409	0.00699140197
410	0.006945941955
411	0.006937113843
412	0.006887933936
413	0.006842087354
414	0.00683595322
415	0.006817822748
416	0.006811830561
417	0.006775290181
418	0.006770033867
419	0.006755398191
420	0.006728037889
421	0.006679242584
422	0.006651096143
423	0.006629314538
424	0.006623448134
425	0.006582762421
426	0.006535478425
427	0.006526965999
428	0.006505309301
429	0.006478738159
430	0.006460488837
431	0.006454860029
432	0.006442292323
433	0.006433049551
434	0.006425163194
435	0.006419640193
436	0.006370828209
437	0.006363210577
438	0.006325067372
439	0.006297132166
440	0.006282282053
441	0.006255419509
442	0.00620624231
443	0.006167608377
444	0.006114190738
445	0.006063694459
446	0.006048864124
447	0.006039988104
448	0.005993300474
449	0.005984175354
450	0.00595737178
451	0.005938433484
452	0.005925579282
453	0.005879051901
454	0.005834386312
455	0.005793470274
456	0.005776856306
457	0.005770375375
458	0.005744198057
459	0.005728923204
460	0.005679245183
461	0.005672645087
462	0.00565700939
463	0.005650744908
464	0.005642615857
465	0.005635972368
466	0.00560102674
467	0.005587040654
468	0.005533815199
469	0.005526135421
470	0.005505282674
471	0.00549932517
472	0.005458221718
473	0.005449040901
474	0.005419671635
475	0.00541027048
476	0.005381017839
477	0.005377218033
478	0.005344355231
479	0.005319761954
480	0.00531199905
481	0.00530133864
482	0.005295173057
483	0.005260332108
484	0.005239143658
485	0.005234036252
486	0.005219643032
487	0.005211694622
488	0.005207283585
489	0.00518569
490	0.005146161544
491	0.005135225006
492	0.005104316174
493	0.005098019991
494	0.005061383861
495	0.005054834095
496	0.005033205753
497	0.005018548151
498	0.005010281939
499	0.004988661722
