Sample_ID,Treatment,Variety,Sample,R460,R520,R580,R660,R710,R730,R760,R780,R810,R850,R900,D_conv,D_stress,D_recovery,Category,Rank,BF(F440),GF(F520),RF(F690),FrF(f740),OJIP_ABS_RC,OJIP_DIo_RC,OJIP_ETo_RC,OJIP_Fm,OJIP_Fo,OJIP_Fv,OJIP_FvFm,OJIP_N,OJIP_PIabs,OJIP_Sm,OJIP_TRo_RC,OJIP_Vi,OJIP_Vj,OJIP_phiEo,OJIP_phiPo,OJIP_psiEo
CK1_73_2,CK1,73,2,0.0446636285659727,0.2004896333359584,0.1731130298193953,0.179517441336247,0.098613735438157,0.1993403280812494,0.3275803065868763,0.364944833579246,0.383842074795637,0.3885443873824791,0.377267487849314,0.3276960420194899,0.339055735035649,0.3163363490033307,Intermediate,8,0.0769660622684659,0.1550553890811623,0.087365009297172,0.3390150044654395,1.545025,0.2598694444444445,0.6952583333333335,21437.777777777777,3608.6666666666665,17829.11111111111,0.8319999999999999,18.94854722222222,3.298361111111112,15.048577777777776,1.2851444444444446,0.8214583333333334,0.45615,0.452525,0.8319333333333333,0.5438500000000001
CK1_73_3,CK1,73,3,0.0291646259913107,0.1752960673329404,0.1576794856373584,0.1232143251269907,0.0805255646195099,0.1536843859629504,0.2607129980035689,0.3153411665812898,0.2917525164873965,0.3501529096723227,0.3061119051752184,0.3276960420194899,0.339055735035649,0.3163363490033307,Intermediate,8,0.0740270970028112,0.1420628511858073,0.085603591536284,0.3056900041052598,1.7367171428571428,0.3022485714285714,0.7093240694980695,22184.82175916667,3848.674897111111,18336.14686222222,0.8261424897222223,17.322445714285713,2.359297142857143,12.187105890000002,1.4344657142857142,0.8540685714285715,0.4999699331388888,0.4125342857142857,0.8260771428571428,0.4991514285714286
D1_73_1,D1,73,1,0.0397581999183538,0.159321931815064,0.1537554297460389,0.1631320343284841,0.1150864504363704,0.1751645211005882,0.2565491360110307,0.2545030822790656,0.2688431677991699,0.2710795738215683,0.2758458931147359,0.3276960420194899,0.339055735035649,0.3163363490033307,Intermediate,8,0.0615661046876003,0.0823143237286866,0.0688413179507598,0.2694374189201509,1.6420137870727876,0.3531679316459316,0.6041768850278849,13093.293978674175,2670.771193416667,10422.522785257508,0.7960199169310098,16.90441621621622,2.032736740797941,12.027121621621625,1.3007556024596023,0.853145945945946,0.5526777559506006,0.3628324324324324,0.7960199169310098,0.4473396692406692
D1_73_2,D1,73,2,0.0398850326447359,0.1722125333573058,0.1335948231935406,0.1331442530210378,0.0639713262011525,0.1451767397931419,0.2765431014669777,0.2451703529386997,0.2458890460921587,0.2942420068613594,0.3107590840364462,0.3276960420194899,0.339055735035649,0.3163363490033307,Intermediate,8,0.06102931945209,0.0724026918564579,0.0743337786072164,0.2688964855711065,1.7368786519376522,0.3760131268411268,0.6489090922350922,14507.631816512014,2938.6323045277786,11568.999511984235,0.7974423157621671,18.04822222222222,1.8350694735306736,12.20015,1.3727725694265691,0.8589166666666667,0.5480853385331832,0.36475,0.7974423157621671,0.4519320866580865
D1_73_3,D1,73,3,0.0403247700996319,0.1553943435665767,0.1617837825992148,0.133022055453544,0.0855324037868117,0.1579514713193706,0.2236085340134984,0.2756635843517295,0.277209450211327,0.2677958696334242,0.2371097768080962,0.3276960420194899,0.339055735035649,0.3163363490033307,Intermediate,8,0.0576056680280636,0.0625700296044299,0.0688330756333074,0.2368292505015974,1.8943700805090808,0.4125437617617618,0.6753402827112828,16693.782794012015,3414.748559666667,13279.034234345349,0.7954478860901724,18.15012571428571,1.861295505276705,11.472707201666664,1.4937447916487916,0.8639257142857142,0.5549662284498498,0.3594885714285715,0.7954478860901724,0.4449640707850708
RD2_73_1,RD2,73,1,0.0509967980863984,0.2054525401421473,0.188912250182915,0.1862547540580958,0.1228462015856997,0.2278427233441818,0.3498148440595899,0.3721564502210197,0.3343085216307714,0.3149500983782857,0.2973003219423476,0.3276960420194899,0.339055735035649,0.3163363490033307,Intermediate,8,0.0797377136690201,0.1522166405246628,0.1023130084540637,0.3255064225630627,2.6712504812834226,0.492076402833697,0.7142310625866509,14806.300709368135,2764.807513105882,12041.493196262254,0.8083166666666667,23.14159705882353,1.161036706278471,12.118422446721134,1.982411364626659,0.8543984551767676,0.6073355549770417,0.313227441012441,0.8082855555555556,0.3925763488530547
RD2_73_2,RD2,73,2,0.053977646506254,0.215415184771698,0.1925384982854975,0.2103509646537801,0.1276717768621398,0.2177749519526333,0.2896772596528519,0.3244116616759728,0.3221254958272642,0.3423776174043572,0.3400182873438978,0.3276960420194899,0.339055735035649,0.3163363490033307,Intermediate,8,0.0752687650200281,0.1272417886782409,0.098933170470841,0.299770702527632,3.166412245989305,0.7983352263631088,0.8090957684690038,13424.41835642696,2645.836924870588,10778.581431556371,0.8029086359928668,26.29690882352941,1.118316118043177,12.609978329074073,2.1713172469796,0.8473366904708853,0.5911737902711593,0.3160715586594997,0.8029086359928668,0.4087381135589371
RD2_73_3,RD2,73,3,0.0397825534103059,0.1792948389843068,0.1901912393603157,0.1395895724664178,0.1130485904076136,0.1631746517920146,0.2510556864828785,0.26563512434049,0.257995784049948,0.3117319923286044,0.2684705268305582,0.3276960420194899,0.339055735035649,0.3163363490033307,Intermediate,8,0.0736124924765751,0.1230029792056154,0.0965255725802913,0.331546041146541,2.700824545454546,0.4684005561313796,0.8067959467221233,20022.05114613284,3754.622888752942,16267.4282573799,0.8083166666666667,22.39297878787879,1.2212627312339075,11.533348946427015,2.0356702772826303,0.8618629828060012,0.5787238485064534,0.3381499900320488,0.8082855555555556,0.4216028194412899
CK1_1099_1,CK1,1099,1,0.0322543916518913,0.1669963044103894,0.1623836488693103,0.1360510883265176,0.0694090871423007,0.1607376758201293,0.2881587689783874,0.2873180627665938,0.3152271975582753,0.3447817418062732,0.3230253591851095,0.5283258341525979,0.3479699142318796,0.7086817540733164,Tolerant,3,0.0713624431266913,0.1127241425049839,0.0848591754838592,0.3188118056095515,1.6756027777777776,0.3199694444444444,0.6473,19379.277777777777,3640.694444444444,15738.583333333334,0.8132499999999999,17.995502777777777,2.5060666666666664,13.409950000000002,1.3556222222222225,0.8814972222222223,0.5092500000000001,0.4015861111111112,0.8133138888888888,0.4907499999999999
CK1_1099_2,CK1,1099,2,0.0425589693543534,0.2297471001804872,0.1588450945852893,0.1439358660591456,0.0830874171369702,0.1770414394347258,0.3677003457762466,0.3940240302401132,0.4353191289955791,0.4168916812533321,0.3996899032783783,0.5283258341525979,0.3479699142318796,0.7086817540733164,Tolerant,3,0.0725273782958044,0.1127318910659935,0.0855686759484357,0.3258078201131012,1.616102777777778,0.2981833333333333,0.650638888888889,22372.88888888889,4013.4166666666665,18359.472222222223,0.8190000000000001,21.43486114864865,2.877475,17.878945555555557,1.3179111111111113,0.8681611111111112,0.4950944444444445,0.4155972222222222,0.8189916666666667,0.5049055555555555
