Sample_ID,Treatment,Variety,Sample,OJIP_ABS_RC,OJIP_DIo_RC,OJIP_ETo_RC,OJIP_Fm,OJIP_Fo,OJIP_Fv,OJIP_FvFm,OJIP_N,OJIP_PIabs,OJIP_Sm,OJIP_TRo_RC,OJIP_Vi,OJIP_Vj,OJIP_phiEo,OJIP_phiPo,OJIP_psiEo,D_conv,D_stress,D_recovery,Category,Rank
RD2_1219_3,RD2,1219,3,2.433145468825968,0.7992097320659084,0.724602991874227,13019.458809584585,4053.010468808309,8966.448340776276,0.6886959336724052,21.939536851851848,0.6843288703775204,11.007870582067063,1.873470606320606,0.8346827688492063,0.6393891615379202,0.2757353270707682,0.6886959336724052,0.3603651469536763,0.2370211071473494,0.3988462936126172,0.0751959206820815,Sensitive,10
CK1_1228_1,CK1,1228,1,1.5867666666666664,0.2706805555555556,0.7093240694980695,24232.5,4130.972222222223,20101.527777777777,0.8296388888888887,19.448219444444444,3.2542250000000004,14.807922222222222,1.3160805555555557,0.85805,0.4452,0.4603750000000001,0.8296333333333333,0.5547999999999998,0.4714456240612147,0.6667832035422664,0.2761080445801631,Intermediate,4
CK1_1228_2,CK1,1228,2,1.5225972222222222,0.2575027777777777,0.7084944444444444,25342.027777777777,4287.083333333333,21054.944444444445,0.8309166666666665,18.33705,3.462922222222222,14.503544444444442,1.2651111111111113,0.8495194444444444,0.43945,0.4657861111111111,0.8309388888888888,0.5605500000000001,0.4714456240612147,0.6667832035422664,0.2761080445801631,Intermediate,4
CK1_1228_3,CK1,1228,3,1.502736111111111,0.2597583333333333,0.7001055555555555,24920.194444444445,4317.777777777777,20602.416666666668,0.8273611111111111,17.683252777777778,3.5074222222222224,14.264772222222222,1.242986111111111,0.8623861111111111,0.4358527777777777,0.4668027777777778,0.8272333333333335,0.5641472222222224,0.4714456240612147,0.6667832035422664,0.2761080445801631,Intermediate,4
D1_1228_1,D1,1228,1,2.450904487344487,0.5283768708708709,0.6929296296296296,15069.272222222224,2713.9981481481486,12355.274074074076,0.8193305555555553,23.02647975832976,1.9166098364078363,13.760282407407407,1.818482503360504,0.8818470714285714,0.5473976582154153,0.3562163098813097,0.8193272222222223,0.4527013306163306,0.4714456240612147,0.6667832035422664,0.2761080445801631,Intermediate,4
D1_1228_2,D1,1228,2,1.701110042900043,0.2519433333333333,0.6599046296296295,17808.355555555558,2995.2481481481486,14813.10740740741,0.8193305555555553,19.69029364721865,2.760938614185614,15.101960185185188,1.3993991700271702,0.8656731079365079,0.4643754359931932,0.4383413098813097,0.8193272222222223,0.5357235528385529,0.4714456240612147,0.6667832035422664,0.2761080445801631,Intermediate,4
D1_1228_3,D1,1228,3,2.0054655984555985,0.3344740930930929,0.6707212962962963,14501.022222222224,2413.9981481481486,12087.024074074076,0.8193305555555553,19.5108242027742,2.7221525030745024,13.875676851851852,1.566951947804948,0.8682397746031747,0.4877921026598597,0.4146857543257543,0.8193272222222223,0.5123068861718861,0.4714456240612147,0.6667832035422664,0.2761080445801631,Intermediate,4
RD2_1228_1,RD2,1228,1,6.651036759259258,4.5314032362844126,0.7347757407407406,15024.311111111108,3006.705555555556,12017.60555555555,0.7998773099598575,24.6821810706328,0.9428743870370372,13.766682777777778,1.885385392592593,0.8124028819444444,0.6211413924324618,0.2900761187363835,0.7998773099598575,0.3794354498910674,0.4714456240612147,0.6667832035422664,0.2761080445801631,Intermediate,4
RD2_1228_2,RD2,1228,2,1.8987313888888893,0.3395422222222222,0.6729524074074075,13334.005555555555,2828.427777777778,10505.577777777777,0.7878786111200227,19.32771440396613,0.8917786092592593,9.67537861111111,2.2321103925925927,0.870872564802436,0.665509112821351,0.2852555076252723,0.7878786111200227,0.3335860610021786,0.4714456240612147,0.6667832035422664,0.2761080445801631,Intermediate,4
RD2_1228_3,RD2,1228,3,1.8987313888888893,0.3395422222222222,0.6763285185185186,14580.005555555555,3006.6222222222223,11573.383333333331,0.7937845626487721,27.8215891956328,0.8988493870370371,12.819688333333335,1.720129837037037,0.877311453691325,0.6173108368769061,0.2867955631808278,0.7937845626487721,0.383266005446623,0.4714456240612147,0.6667832035422664,0.2761080445801631,Intermediate,4
CK1_1235_1,CK1,1235,1,1.2848983333333333,0.2235877777777777,0.6057472222222222,20665.277777777777,3518.6388888888887,17146.63888888889,0.8287222222222222,13.88901388888889,4.728934722222224,14.224566666666666,1.061313333333333,0.8385694444444444,0.3996516666666665,0.4994563888888889,0.8287027777777778,0.6003483333333333,0.1730928483356376,0.2353341300842579,0.1108515665870173,Sensitive,13
CK1_1235_2,CK1,1235,2,1.2848983333333333,0.2235877777777777,0.6055177777777778,19743.694444444445,3408.861111111112,16334.833333333334,0.8259444444444443,14.459144444444446,4.602819444444446,13.809305555555556,1.061313333333333,0.8455777777777778,0.4195527777777778,0.4794555555555556,0.8258861111111112,0.5804472222222223,0.1730928483356376,0.2353341300842579,0.1108515665870173,Sensitive,13
CK1_1235_3,CK1,1235,3,1.391122222222222,0.2446972222222222,0.6263972222222223,19567.027777777777,3416.222222222222,16150.805555555557,0.824,16.698294444444443,3.6109694444444447,14.975163888888892,1.1464305555555554,0.8529916666666666,0.4496749999999999,0.4534361111111111,0.8239749999999999,0.5503250000000001,0.1730928483356376,0.2353341300842579,0.1108515665870173,Sensitive,13
D1_1235_1,D1,1235,1,2.170712166595167,0.6601558333333336,0.6582136111111111,11995.526567214816,3472.8048148148155,8522.7217524,0.7649111111111112,21.648809223652226,1.388049,12.013887962962963,1.6550808335478338,0.8385739458029459,0.5985930555555555,0.3087699999999999,0.7648783333333333,0.4014069444444444,0.1730928483356376,0.2353341300842579,0.1108515665870173,Sensitive,13
D1_1235_2,D1,1235,2,1.4052616110396108,0.3697771296296295,0.5924597222222222,13305.609900548148,3355.0270370370367,9950.582863511112,0.7649111111111112,14.630860555555554,1.6815129629629628,11.181860185185185,1.183045833547834,0.8602656124696123,0.5696888833261261,0.3529984874874874,0.7648783333333333,0.4301350643500644,0.1730928483356376,0.2353341300842579,0.1108515665870173,Sensitive,13
D1_1235_3,D1,1235,3,1.468211611039611,0.4006549074074073,0.6100302777777779,13342.526567214816,3260.5548148148155,10081.9717524,0.7649111111111112,14.962578390318892,2.223310185185185,11.885807407407407,1.2151125002145,0.8478295013585013,0.5336111055483485,0.3834707097097096,0.7648783333333333,0.4662128421278421,0.1730928483356376,0.2353341300842579,0.1108515665870173,Sensitive,13
RD2_1235_1,RD2,1235,1,2.6610187441012445,0.8535137037037036,0.7241194444444445,17002.46888888889,3636.7513260382857,13365.717562850605,0.7861045151851505,20.08034703703704,1.0826983333333335,9.638015277777775,1.8838888888888887,0.8395722222222222,0.6340759259259259,0.2998898148148148,0.7861045151851505,0.365924074074074,0.1730928483356376,0.2353341300842579,0.1108515665870173,Sensitive,13
RD2_1235_2,RD2,1235,2,2.160404855212356,0.6082053703703703,0.6822638888888889,11989.282777777778,2980.1096593716184,9009.17311840616,0.751435535001704,26.23487203703704,0.9447372222222225,13.770744444444446,1.628569444444444,0.840138888888889,0.6112481481481481,0.3128287037037037,0.751435535001704,0.3887518518518518,0.1730928483356376,0.2353341300842579,0.1108515665870173,Sensitive,13
RD2_1235_3,RD2,1235,3,1.9423390218790224,0.4381170370370369,0.6706166666666665,11989.282777777778,2980.1096593716184,9009.17311840616,0.751435535001704,23.174366481481485,1.2237872222222226,13.700619722222225,1.696108333333333,0.8207694444444444,0.6092592592592591,0.2971481481481481,0.751435535001704,0.3907407407407406,0.1730928483356376,0.2353341300842579,0.1108515665870173,Sensitive,13
CK1_1252_1,CK1,1252,1,1.286575,0.22385,0.6601833333333333,20772.777777777777,3611.305555555556,17161.472222222223,0.8260833333333335,17.825255555555557,4.728934722222224,17.204277777777776,1.0627277777777775,0.8089055555555557,0.3996516666666665,0.4994563888888889,0.8260611111111111,0.6003483333333333,0.5746672551712988,0.6470500822891091,0.5022844280534884,Tolerant,1
CK1_1252_2,CK1,1252,2,1.339363888888889,0.2247194444444444,0.6667666666666668,24545.63888888889,4102.861111111111,20442.777777777777,0.8323055555555555,15.118205555555551,4.662858333333334,13.699799999999998,1.1146361111111112,0.8558222222222223,0.401236111111111,0.4983583333333333,0.8322611111111111,0.5987638888888888,0.5746672551712988,0.6470500822891091,0.5022844280534884,Tolerant,1
CK1_1252_3,CK1,1252,3,1.3889805555555554,0.239625,0.6583083333333333,23248.83333333333,3985.722222222222,19263.11111111111,0.829,18.164111111111108,4.454475,15.959402777777775,1.1493444444444445,0.8459194444444446,0.4203972222222221,0.4816027777777778,0.8290166666666666,0.5796027777777778,0.5746672551712988,0.6470500822891091,0.5022844280534884,Tolerant,1
D1_1252_1,D1,1252,1,1.791048088088088,0.3125892592592592,0.6438516214786215,13585.775925925926,2374.7555555555555,11211.02037037037,0.8193305555555553,19.64220501851852,2.368272777777777,15.452052191513513,1.4322923466323465,0.8793274074074074,0.5062332450974976,0.3973698148148147,0.8193272222222223,0.4937130898040897,0.5746672551712988,0.6470500822891091,0.5022844280534884,Tolerant,1
D1_1252_2,D1,1252,2,1.7843322547547549,0.2982437037037037,0.649932177034177,18875.83148148148,3250.7833333333338,15625.048148148147,0.8193305555555553,17.121157796296295,3.138503611111111,13.666038302624626,1.4277084577434576,0.8596412962962965,0.4736490784308308,0.4315842592592592,0.8193272222222223,0.5262972564707564,0.5746672551712988,0.6470500822891091,0.5022844280534884,Tolerant,1
D1_1252_3,D1,1252,3,1.7843322547547549,0.2982437037037037,0.6844766214786215,14664.942592592592,2484.7277777777776,12180.214814814814,0.8193305555555553,19.89190501851852,3.138503611111111,16.189110524846846,1.4277084577434576,0.8497024074074074,0.4736490784308308,0.4315842592592592,0.8193272222222223,0.5262972564707564,0.5746672551712988,0.6470500822891091,0.5022844280534884,Tolerant,1
RD2_1252_1,RD2,1252,1,2.4539229629629635,0.4870716666666667,0.757456734997029,22412.51555555556,3198.554641748992,18838.747222222224,0.8083166666666667,22.39337906020993,1.6342972222222223,12.943156166106103,1.8549777777777776,0.8563820509259259,0.5384648888888889,0.3654912777777778,0.8082855555555556,0.4615351111111111,0.5746672551712988,0.6470500822891091,0.5022844280534884,Tolerant,1
RD2_1252_2,RD2,1252,2,2.389067407407408,0.4419105555555555,0.7923039572192513,22412.51555555556,3198.554641748992,18838.747222222224,0.8083166666666667,24.26921239354328,1.7780555555555553,14.289139499439438,1.835286111111111,0.8550376064814815,0.5210015555555555,0.3862765555555555,0.8082855555555556,0.4789984444444443,0.5746672551712988,0.6470500822891091,0.5022844280534884,Tolerant,1
RD2_1252_3,RD2,1252,3,2.4983951851851858,0.4693161111111111,0.8167678461081401,22258.915555555555,3140.9601973045465,18838.747222222224,0.8083166666666667,25.34043183798772,1.7586388888888889,13.618883943883883,1.9172166666666663,0.8621681620370371,0.5238454444444444,0.3817134999999999,0.8082855555555556,0.4761545555555554,0.5746672551712988,0.6470500822891091,0.5022844280534884,Tolerant,1
CK1_1257_1,CK1,1257,1,1.5414583333333334,0.2851583333333334,0.6550805555555557,17780.444444444445,3249.3888888888887,14531.055555555557,0.8187777777777777,14.530772222222222,3.512466666666666,11.880063888888888,1.2563,0.8636416666666666,0.4608027777777777,0.4435805555555556,0.8187305555555556,0.5391972222222222,0.5317110600542118,0.6884466500654246,0.3749754700429988,Tolerant,2
CK1_1257_2,CK1,1257,2,1.4694138888888888,0.2665805555555556,0.6658555555555554,17355.583333333332,3110.9166666666665,14244.666666666666,0.8201666666666667,14.64960833333333,3.804863888888889,12.542316666666666,1.2028222222222222,0.8611694444444443,0.4343444444444445,0.4646611111111111,0.8200666666666667,0.5656555555555555,0.5317110600542118,0.6884466500654246,0.3749754700429988,Tolerant,2
CK1_1257_3,CK1,1257,3,1.7399750000000005,0.3536722222222223,0.6952750000000001,17465.972222222223,3153.277777777778,14312.694444444443,0.8120752314916667,15.279244444444446,3.456155555555556,11.718822222222222,1.3863194444444449,0.8688555555555556,0.4584944444444443,0.4424249999999999,0.8119977380952381,0.5415055555555557,0.5317110600542118,0.6884466500654246,0.3749754700429988,Tolerant,2
D1_1257_1,D1,1257,1,1.7978692699842695,0.2519433333333333,0.6783450906620906,19782.56574074073,2814.6757983917523,16967.889942348986,0.8193305555555553,18.68687829257829,3.5434846666666666,14.733556821143145,1.4270600000000002,0.8700945994708996,0.4560625217837837,0.4450333333333333,0.8193272222222223,0.5436691527241528,0.5317110600542118,0.6884466500654246,0.3749754700429988,Tolerant,2
D1_1257_2,D1,1257,2,2.004333158873159,0.2739976166166165,0.6644756462176463,17853.093518518515,2467.8980206139736,15385.195497904542,0.8193305555555553,20.632197737022743,2.8541013333333334,14.892459598920922,1.5769127777777776,0.868689043915344,0.5083014106726726,0.401,0.8193272222222223,0.4914302638352639,0.5317110600542118,0.6884466500654246,0.3749754700429988,Tolerant,2
D1_1257_3,D1,1257,3,2.281097047762048,0.470742061061061,0.6760089795509795,17428.621296296296,2412.8424650584184,15015.778831237878,0.8193305555555553,22.404047737022736,2.832726333333334,15.681184598920922,1.656921111111111,0.8726195994708994,0.5134819662282282,0.3919916666666667,0.8193272222222223,0.4862497082797082,0.5317110600542118,0.6884466500654246,0.3749754700429988,Tolerant,2
RD2_1257_1,RD2,1257,1,2.261406962104963,0.4407528245388245,0.7239511111111111,18828.38888888889,3360.245382489732,15468.14350639916,0.8083166666666667,22.88322388888889,1.9039638888888888,12.765652962962964,1.7540849475189475,0.8561761111111111,0.5379583333333332,0.3735027777777778,0.8082855555555556,0.4620416666666667,0.5317110600542118,0.6884466500654246,0.3749754700429988,Tolerant,2
RD2_1257_2,RD2,1257,2,2.408943073216074,0.4171222689832689,0.7976316666666667,19645.33333333333,3441.9120491563986,16203.42128417693,0.8083166666666667,22.527523888888886,1.4828261111111112,11.351472407407412,1.9252710586300583,0.8722316666666667,0.5536,0.3635444444444445,0.8082855555555556,0.4464000000000001,0.5317110600542118,0.6884466500654246,0.3749754700429988,Tolerant,2
RD2_1257_3,RD2,1257,3,2.5291180732160736,0.6455778245388245,0.7480594444444444,15308.666666666666,2735.9120491563986,12572.754617510269,0.8083166666666667,24.07883777777777,1.680115,12.975991851851852,1.816990503074503,0.8523900000000002,0.5433833333333333,0.3570583333333333,0.8082855555555556,0.4566166666666666,0.5317110600542118,0.6884466500654246,0.3749754700429988,Tolerant,2
CK1_1274_1,CK1,1274,1,1.508125,0.279425,0.629775,16882.305555555555,3053.583333333333,13828.722222222224,0.8157777777777778,18.40678055555556,2.9098333333333333,15.10100277777778,1.2287,0.8643305555555555,0.481561111111111,0.4239388888888889,0.8157777777777779,0.5184388888888889,0.4106885222095553,0.5521848137280557,0.2691922306910548,Intermediate,6
CK1_1274_2,CK1,1274,2,1.4945444444444445,0.2669194444444444,0.6371083333333334,20877.36111111111,3723.5833333333335,17153.777777777777,0.8216944444444443,16.481774999999995,2.9124888888888893,13.563200000000002,1.2276333333333336,0.8754861111111111,0.4785027777777778,0.4285694444444444,0.8216305555555555,0.5214972222222224,0.4106885222095553,0.5521848137280557,0.2691922306910548,Intermediate,6
CK1_1274_3,CK1,1274,3,1.5483166666666666,0.2692083333333334,0.6708055555555554,23116.277777777777,4026.6666666666665,19089.61111111111,0.8259722222222222,17.036427777777774,2.8946,13.373938888888889,1.2791055555555555,0.8697722222222223,0.4738055555555555,0.4346166666666666,0.8259722222222223,0.5261944444444446,0.4106885222095553,0.5521848137280557,0.2691922306910548,Intermediate,6
D1_1274_1,D1,1274,1,1.790306802087802,0.3297361111111112,0.6478855622050622,15848.93888888889,2608.668445293994,13240.270443594896,0.8193305555555553,18.90106612962963,2.588686158730159,13.088710370370372,1.3927609264979264,0.8562311111111112,0.5045489978871872,0.4077751422851423,0.8193272222222223,0.4954757493207493,0.4106885222095553,0.5521848137280557,0.2691922306910548,Intermediate,6
D1_1274_2,D1,1274,2,1.81365957986558,0.3712944444444444,0.6344341733161732,15088.855555555556,2808.307334182884,12280.548221372672,0.8138820188288637,17.49074946296296,2.304247269841269,12.238421481481485,1.374555370942371,0.8699505555555556,0.5237351089982983,0.3837084756184756,0.8138820188288637,0.4762896382096383,0.4106885222095553,0.5521848137280557,0.2691922306910548,Intermediate,6
D1_1274_3,D1,1274,3,1.8702318020878024,0.3422305555555555,0.6672716733161732,17899.911111111112,3029.640667516216,14870.270443594896,0.8193305555555553,18.337218907407404,2.4356528253968253,12.080054814814815,1.4601748153868157,0.8624894444444443,0.5106323312205205,0.4025834756184756,0.8193272222222223,0.4893924159874159,0.4106885222095553,0.5521848137280557,0.2691922306910548,Intermediate,6
RD2_1274_1,RD2,1274,1,2.127684814814815,0.5032329223608637,0.6925944444444444,14545.2344517756,3181.323548260508,11363.910903515092,0.7812806965189791,20.387154444444448,0.9788414694444446,11.381864814814811,1.7713935185185183,0.8591877609922757,0.6171551026753812,0.30144325708061,0.7812806965189791,0.3829555010893246,0.4106885222095553,0.5521848137280557,0.2691922306910548,Intermediate,6
RD2_1274_2,RD2,1274,2,2.3337181481481486,0.6706107001386412,0.7109861111111111,15810.345562886709,3478.601326038285,12331.744236848424,0.7799794247252904,20.260023888888888,0.9341109138888888,11.036570370370368,1.8100379629629624,0.8592638721033868,0.613057880453159,0.3001238126361655,0.7799794247252904,0.3870527233115469,0.4106885222095553,0.5521848137280557,0.2691922306910548,Intermediate,6
RD2_1274_3,RD2,1274,3,2.804084814814815,0.9249829223608632,0.7071416666666667,12911.928896220044,2937.045770482729,9974.883125737317,0.7725323773009201,22.96455444444445,0.7195581361111113,11.350198148148143,2.026049074074073,0.8471155387700534,0.6483884360087145,0.2650960348583878,0.7725323773009201,0.3517221677559912,0.4106885222095553,0.5521848137280557,0.2691922306910548,Intermediate,6
