Sample_ID,Treatment,Variety,Sample,OJIP_ABS_RC,OJIP_DIo_RC,OJIP_ETo_RC,OJIP_Fm,OJIP_Fo,OJIP_Fv,OJIP_FvFm,OJIP_N,OJIP_PIabs,OJIP_Sm,OJIP_TRo_RC,OJIP_Vi,OJIP_Vj,OJIP_phiEo,OJIP_phiPo,OJIP_psiEo,D_conv,D_stress,D_recovery,Category,Rank
RD2_1210_3,RD2,1210,3,3.3628720707070703,0.8938057407407409,0.7405857407407407,16508.003703703704,2700.7407407407413,13807.262962962965,0.8083166666666667,25.695191553591023,1.2713818597168594,13.574150558424131,2.120159837037037,0.8571433333333333,0.5877496296296296,0.3276112962962964,0.8082855555555556,0.4122503703703703,0.3561671112879607,0.3130108635819076,0.3993233589940138,Intermediate,7
CK1_1214_1,CK1,1214,1,1.450510810810811,0.2609405405405405,0.613645945945946,23281.75675675676,4155.027027027027,19126.72972972973,0.8224594594594595,12.630670893393392,3.167729729729729,10.6069577027027,1.1895702702702704,0.8816022222222223,0.4769810810810811,0.4312081081081081,0.8224567567567567,0.5230189189189188,0.4224687599365873,0.5934904367373185,0.2514470831358561,Intermediate,5
CK1_1214_2,CK1,1214,2,1.3408054054054055,0.2485432432432432,0.6055177777777778,21241.027027027027,3788.675675675676,17452.35135135135,0.8185675675675675,12.642686486486486,3.924632432432432,11.778081081081082,1.0922621621621622,0.8631648648648649,0.4666594594594594,0.4388837837837838,0.8185864864864865,0.5333405405405406,0.4224687599365873,0.5934904367373185,0.2514470831358561,Intermediate,5
CK1_1214_3,CK1,1214,3,1.4263833333333331,0.2463333333333333,0.6424055555555557,24247.88888888889,4188.916666666667,20058.972222222223,0.8275833333333331,12.630670893393392,3.524269444444444,10.64367222222222,1.1800527777777776,0.8812222222222222,0.4533083333333333,0.4525277777777778,0.8274388888888888,0.5466916666666666,0.4224687599365873,0.5934904367373185,0.2514470831358561,Intermediate,5
D1_1214_1,D1,1214,1,1.850183359359359,0.3555829689689689,0.6690392366652366,19980.04182627277,3053.8375597793297,16926.204266493438,0.8193305555555553,18.37257837037037,2.451399021593021,12.750230555555556,1.447076914342914,0.865048919047619,0.4933455729825824,0.4099437017017018,0.8193272222222223,0.5064397666237667,0.4224687599365873,0.5934904367373185,0.2514470831358561,Intermediate,5
D1_1214_2,D1,1214,2,1.6653944704704702,0.26406908008008,0.6818059033319033,19997.016826272768,3064.015337557108,16933.00148871566,0.8193305555555553,18.38002337037037,3.3827101327041333,14.050083333333331,1.353793581009581,0.8645072523809523,0.4500400174270269,0.4516881461461461,0.8193272222222223,0.5497453221793223,0.4224687599365873,0.5934904367373185,0.2514470831358561,Intermediate,5
D1_1214_3,D1,1214,3,1.822522248248248,0.3182829689689688,0.6271809033319033,15366.958492939437,2342.504226445996,13024.454266493442,0.8193305555555553,18.37257837037037,1.836529577148578,12.372104999999998,1.4567296921206925,0.8784709904761905,0.535403906315916,0.3736825905905905,0.8193272222222223,0.4643814332904332,0.4224687599365873,0.5934904367373185,0.2514470831358561,Intermediate,5
RD2_1214_1,RD2,1214,1,2.7913138888888884,0.9103378354068352,0.695595300925926,12934.765996568569,3258.2777777777783,9676.48821879079,0.7480992096306839,29.168489130380387,0.8344742592592593,13.870675833333337,1.9821971269841263,0.8353323612183613,0.6352387958364364,0.2754785914485915,0.7480992096306839,0.3648615212355212,0.4224687599365873,0.5934904367373185,0.2514470831358561,Intermediate,5
RD2_1214_2,RD2,1214,2,2.082130555555556,0.499229502073502,0.7345564120370371,17675.65488545746,3617.611111111112,14058.04377434635,0.7953336872351202,22.913292116491498,1.3721881481481482,12.746726111111114,1.6841221269841269,0.833260138996139,0.5671471291697698,0.3465452581152582,0.7953336872351202,0.4329531879021878,0.4224687599365873,0.5934904367373185,0.2514470831358561,Intermediate,5
RD2_1214_3,RD2,1214,3,1.985086111111112,0.4822878354068353,0.6931647453703705,17642.349329901906,3664.2777777777774,13978.071552124127,0.7923021639999375,18.147856005380383,1.4823853703703702,10.727928888888888,1.6040165714285717,0.842062916773917,0.5674360180586586,0.3455758136708137,0.7923021639999375,0.4326642990132989,0.4224687599365873,0.5934904367373185,0.2514470831358561,Intermediate,5
CK1_1218_1,CK1,1218,1,1.3820756756756758,0.2347027027027027,0.6494216216216215,16853.561486486487,3029.068243243243,13824.493243243243,0.8306216216216217,21.43486114864865,4.297354054054054,17.878945555555557,1.1473729729729731,0.8075324324324324,0.4284297297297297,0.4749135135135134,0.8306000000000001,0.5715702702702703,0.2061603258263428,0.3093793559901545,0.1029412956625311,Sensitive,12
CK1_1218_2,CK1,1218,2,1.5103055555555556,0.260725,0.6696,20003.0,3473.75,16529.25,0.8284166666666666,21.424325,3.4144444444444444,17.765930555555556,1.2495861111111113,0.8249,0.4594166666666668,0.4482388888888888,0.8284166666666665,0.5405833333333334,0.2061603258263428,0.3093793559901545,0.1029412956625311,Sensitive,12
CK1_1218_3,CK1,1218,3,1.5684485714285714,0.2742685714285715,0.6779999999999999,26257.58924888889,4589.6759259166665,21667.91332305556,0.8253374485555556,17.544802857142855,2.8494142857142863,13.754045293333332,1.2941857142857145,0.85152,0.4743508487777777,0.4335,0.8253285714285715,0.5250628571428572,0.2061603258263428,0.3093793559901545,0.1029412956625311,Sensitive,12
D1_1218_1,D1,1218,1,1.663427537251537,0.4029750107250107,0.6571780809380809,13559.144941703704,2805.2481588027026,10753.896782901002,0.7931102461944608,17.02184892363792,1.969995916459316,11.857975396526523,1.3415582521092522,0.8501529021879023,0.539129199937938,0.3645928617188617,0.7931102461944608,0.4611391255541255,0.2061603258263428,0.3093793559901545,0.1029412956625311,Sensitive,12
D1_1218_2,D1,1218,2,1.518827161876162,0.3677151008151008,0.6395277055627056,13526.02475137037,2805.2481588027026,10720.776592567669,0.792603650343129,17.635196596310596,2.6342224179608187,13.494352273403404,1.232228672529673,0.8315604847704848,0.5134945152532533,0.3878228917488917,0.792603650343129,0.4867738102388102,0.2061603258263428,0.3093793559901545,0.1029412956625311,Sensitive,12
D1_1218_3,D1,1218,3,1.883281050765051,0.4799117674817674,0.6810858801658802,13526.02475137037,2808.638775809009,10717.38597556136,0.7923529767661813,19.429818421707427,1.388049,11.746673441181184,1.4844916884026884,0.8449656435006435,0.5685557292532533,0.3352917806377806,0.7923529767661813,0.4309076197626197,0.2061603258263428,0.3093793559901545,0.1029412956625311,Sensitive,12
RD2_1218_1,RD2,1218,1,2.111359703131704,0.7589215445162503,0.6088891891891891,13795.441820510508,3427.3729419290294,10368.068878581478,0.7515575806471563,18.698725790790792,0.9775433161733158,12.089785601196194,1.591490555555556,0.8323105963105965,0.6350776220371694,0.2748321469789117,0.7515575806471563,0.3649352363287657,0.2061603258263428,0.3093793559901545,0.1029412956625311,Sensitive,12
RD2_1218_2,RD2,1218,2,2.4696094779064786,0.7651380610327667,0.7133249999999999,13740.842721411407,3119.851920908008,10620.9908005034,0.772950467146636,20.920778493493497,0.9542400879450884,10.74853019579079,1.870189047619048,0.8361498605748605,0.6344298742894217,0.284823513345278,0.772950467146636,0.3655829840765135,0.2061603258263428,0.3093793559901545,0.1029412956625311,Sensitive,12
RD2_1218_3,RD2,1218,3,2.2715192398112403,0.65125266420737,0.7037885714285714,15402.0376803003,3538.5854599913414,11863.452220308958,0.7702521229046656,24.081348493493497,1.2141938181038183,13.031310314124129,1.7859619047619042,0.8300856542256544,0.6150984442616438,0.3024715292182939,0.7702521229046656,0.3852906031241324,0.2061603258263428,0.3093793559901545,0.1029412956625311,Sensitive,12
CK1_1219_1,CK1,1219,1,1.727335135135135,0.3204216216216217,0.7088486486486486,21838.027027027027,4008.081081081081,17829.945945945947,0.8155945945945946,18.701686486486487,2.511475675675676,13.510594594594597,1.4069216216216216,0.8199027027027026,0.4882486486486486,0.4182783783783783,0.8156918918918917,0.5117513513513514,0.2370211071473494,0.3988462936126172,0.0751959206820815,Sensitive,10
CK1_1219_2,CK1,1219,2,1.5174999999999998,0.2817055555555556,0.659263888888889,20709.527777777777,3824.8611111111113,16884.666666666668,0.8152777777777778,18.277886111111112,3.0123388888888893,14.939158333333332,1.2357861111111113,0.8235972222222222,0.4629861111111111,0.4383444444444444,0.8152305555555556,0.5370138888888888,0.2370211071473494,0.3988462936126172,0.0751959206820815,Sensitive,10
CK1_1219_3,CK1,1219,3,1.5912828571428568,0.3001142857142856,0.6640628571428573,20326.11008222222,3821.302211944445,16504.80787027778,0.8121206275833334,18.018982857142856,2.697794285714286,14.145379655277775,1.291162857142857,0.8435685714285714,0.4795593106944443,0.42296,0.8120428571428572,0.5203685714285714,0.2370211071473494,0.3988462936126172,0.0751959206820815,Sensitive,10
D1_1219_1,D1,1219,1,1.9008026914056912,0.3884314244244246,0.6506864864864863,15325.10931207958,2831.537501856107,12493.571810223477,0.8152354124075168,21.42054848419848,2.0250000000000004,14.25744635155681,1.5162877365937364,0.8728697776347777,0.5433941474795797,0.3701358344058344,0.8152354124075168,0.4565316108966109,0.2370211071473494,0.3988462936126172,0.0751959206820815,Sensitive,10
D1_1219_2,D1,1219,2,1.6729021658801664,0.3291441121121122,0.6529027777777777,17781.017720487987,3170.60056491917,14610.417155568815,0.8193305555555553,20.533814024739023,2.796011111111111,14.25744635155681,1.3476745984555982,0.8520457197197197,0.4893863396717718,0.4173773509223508,0.8193272222222223,0.5105394187044188,0.2370211071473494,0.3988462936126172,0.0751959206820815,Sensitive,10
D1_1219_3,D1,1219,3,1.7211701817531817,0.3314346676676676,0.6753742857142857,16335.056300765766,2843.24279741917,13491.813503346595,0.8193305555555553,19.600603310453305,2.4951314285714283,14.223026741330832,1.3936378524238522,0.8520457197197197,0.4973607223939941,0.4116126683826683,0.8193272222222223,0.502936244101244,0.2370211071473494,0.3988462936126172,0.0751959206820815,Sensitive,10
RD2_1219_1,RD2,1219,1,2.26614153060203,0.7371284193245957,0.7087156437025259,13548.645384997497,4135.143414244494,9413.501970753005,0.6947928522195019,21.125316851851856,0.6750124997211501,11.150750219476976,1.7685589460889466,0.8251684831349206,0.6426925712068391,0.276458801974243,0.6947928522195019,0.357637656606186,0.2370211071473494,0.3988462936126172,0.0751959206820815,Sensitive,10
RD2_1219_2,RD2,1219,2,1.8987313888888893,0.6122360019071782,0.6730113644232467,15379.815805417917,4331.179450280531,11048.636355137383,0.7183854797041999,18.894014074074068,1.3741610132346636,12.59087086512262,1.591490555555556,0.8124028819444444,0.6025242078434757,0.3190048905628317,0.7183854797041999,0.3978060199695493,0.2370211071473494,0.3988462936126172,0.0751959206820815,Sensitive,10
