Variety,Treatment,1e-05,2e-05,3e-05,4e-05,5e-05,6e-05,7e-05,8e-05,9e-05,0.0001,0.00011,0.00012,0.00013,0.00014,0.00015,0.00016,0.00017,0.00018,0.00019,0.0002,0.00021,0.00022,0.00023,0.00024,0.00025,0.00026,0.00027,0.00028,0.00029,0.0003,0.0004,0.0005,0.0006,0.0007,0.0008,0.0009,0.001,0.0011,0.0012,0.0013,0.0014,0.0015,0.0016,0.0017,0.0018,0.0019,0.002,0.0021,0.0022,0.0023,0.0024,0.0025,0.0026,0.0027,0.0028,0.0029,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.011,0.012,0.013,0.014,0.015,0.016,0.017,0.018,0.019,0.02,0.021,0.022,0.023,0.024,0.025,0.026,0.027,0.028,0.029,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2.0,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0
12,CK1,4889.714285714285,5061.683673469388,5193.785714285715,5322.673469387755,5446.408163265306,5561.908163265306,5676.65306122449,5789.744897959184,5910.2959183673465,6040.917525773196,6162.642105263158,6264.397849462365,6413.847826086957,6547.70652173913,6649.063829787234,6761.284210526316,6895.557894736842,7030.863157894737,7169.38947368421,7310.1894736842105,7452.559139784947,7574.202127659574,7729.225806451613,7862.821052631579,7995.741935483871,8106.31914893617,8241.45744680851,8399.182795698925,8509.04255319149,8664.268817204302,9822.425531914894,10864.052631578947,11711.82105263158,12403.0,13001.536842105263,13485.768421052631,13895.463157894737,14287.510638297872,14594.408602150537,14843.989247311827,15026.774193548386,15184.774193548386,15285.54347826087,15374.945652173914,15482.630434782608,15544.347826086956,15620.445652173914,15726.90322580645,15773.408602150537,15812.826086956522,15894.548387096775,15923.652173913044,15986.945652173914,16038.91489361702,16129.728260869566,16225.279569892473,16274.815217391304,17464.935483870966,18666.94680851064,19616.073684210525,20295.21052631579,20853.01052631579,21346.684210526317,21855.885416666668,22264.0625,22616.760416666668,22925.833333333332,23194.635416666668,23416.052083333332,23622.8125,23922.925531914894,24073.436170212764,24279.62365591398,24405.483870967742,24534.548387096773,24642.2688172043,24750.387096774193,24874.279569892475,24986.462365591397,25099.709677419356,25210.344086021505,25327.655913978495,25447.720430107525,25567.913978494624,26527.182795698925,27339.139784946237,28076.626373626375,28361.225806451614,28653.36559139785,28855.612903225807,28982.043010752688,29052.21505376344,29094.817204301075,29128.913978494624,29129.333333333332,29134.989247311827,29138.225806451614,29136.075268817203,29138.666666666668,29130.2688172043,29121.204301075268,29110.84946236559,29025.308510638297,29102.043010752688,29008.36170212766,29076.94623655914,29078.290322580644,28993.042553191488,29072.612903225807,28992.478723404256,29072.88172043011,28937.893617021276,28865.936170212764,28787.957446808512,28705.797872340427,28622.978723404256,28541.702127659573,28469.202127659573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,D1,2945.685185185185,3067.6203703703704,3162.9444444444443,3260.537037037037,3359.9074074074074,3481.7757009345796,3574.9906542056074,3676.07476635514,3779.373831775701,3889.0467289719627,3999.654205607477,4115.654205607477,4231.598130841122,4346.2336448598135,4459.710280373832,4578.196261682243,4693.457943925234,4810.682242990654,4965.575471698113,5083.075471698113,5194.433962264151,5304.198113207547,5408.320754716981,5512.943396226415,5617.896226415094,5721.801886792453,5823.0,5921.33962264151,6016.990566037736,6104.16037735849,6885.188679245283,7488.641509433963,7941.858490566037,8294.877358490567,8588.952830188678,8747.747663551401,8951.775700934579,9102.570093457944,9229.373831775702,9338.317757009347,9408.420560747663,9484.392523364486,9530.457943925234,9574.046728971962,9612.280373831776,9632.046728971962,9670.317757009347,9685.383177570093,9636.12962962963,9742.280373831776,9678.5,9718.268518518518,9736.305555555555,9772.666666666666,9805.898148148148,9834.666666666666,9883.138888888889,10462.675925925925,11046.222222222223,11495.972222222223,11833.148148148148,12083.388888888889,12296.12037037037,12476.703703703704,12639.416666666666,12782.157407407407,12905.851851851852,13009.314814814816,13095.972222222223,13167.861111111111,13231.907407407407,13287.444444444445,13330.416666666666,13370.055555555555,13403.768518518518,13435.027777777777,13465.99074074074,13491.546296296296,13521.12962962963,13542.49074074074,13570.583333333334,13594.25925925926,13620.935185185184,13644.064814814816,13889.62037037037,14152.907407407407,14397.296296296296,14594.472222222223,14748.24074074074,14857.75,14938.953703703704,14991.314814814816,15027.842592592593,15044.314814814816,15053.898148148148,15055.064814814816,15054.824074074075,15049.175925925925,15043.50925925926,15042.138888888889,15031.731481481482,15030.37037037037,15024.111111111111,15025.185185185184,15018.805555555555,15011.314814814816,15011.407407407407,15007.333333333334,14999.768518518518,14996.731481481482,14994.824074074075,14957.277777777777,14928.805555555555,14877.916666666666,14844.518518518518,14804.305555555555,14769.537037037036,14738.148148148148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,RD2,2758.675925925926,2894.3981481481483,3008.2685185185187,3125.472222222222,3238.8611111111113,3353.5833333333335,3468.962962962963,3588.1111111111113,3707.8055555555557,3830.990740740741,3954.6481481481483,4082.6111111111113,4207.240740740741,4326.972222222223,4446.916666666667,4563.509259259259,4680.861111111111,4795.583333333333,4907.731481481482,5017.583333333333,5124.388888888889,5223.888888888889,5321.407407407408,5414.2962962962965,5499.574074074074,5590.194444444444,5676.805555555556,5757.37037037037,5839.824074074074,5913.074074074074,6517.990740740741,6943.083333333333,7236.555555555556,7446.666666666667,7611.37037037037,7716.916666666667,7806.37962962963,7863.037037037037,7897.972222222223,7929.194444444444,7932.564814814815,7945.435185185185,7941.527777777777,7933.388888888889,7835.420560747663,7915.185185185185,7817.719626168225,7807.046728971963,7900.7037037037035,7802.046728971963,7889.231481481482,7897.888888888889,7891.231481481482,7895.7037037037035,7905.37037037037,7903.472222222223,7920.75,8094.62962962963,8292.342592592593,8460.583333333334,8599.888888888889,8732.37962962963,8864.018518518518,8973.027777777777,9076.398148148148,9161.148148148148,9229.00925925926,9285.481481481482,9328.944444444445,9368.981481481482,9399.398148148148,9433.87037037037,9455.833333333334,9481.537037037036,9505.046296296296,9530.101851851852,9554.064814814816,9583.87037037037,9614.24074074074,9636.916666666666,9671.74074074074,9702.268518518518,9732.537037037036,9775.435185185184,10102.62037037037,10434.944444444445,10718.935185185184,10941.305555555555,11091.777777777777,11201.62962962963,11272.12037037037,11317.657407407407,11348.685185185184,11358.194444444445,11366.805555555555,11366.518518518518,11370.981481481482,11371.148148148148,11365.388888888889,11365.083333333334,11362.99074074074,11358.694444444445,11355.916666666666,11351.12962962963,11351.527777777777,11349.453703703704,11343.453703703704,11344.333333333334,11340.361111111111,11338.175925925925,11326.666666666666,11294.675925925925,11260.305555555555,11212.768518518518,11153.787037037036,11135.222222222223,11100.722222222223,11063.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,CK1,3505.9814814814813,3634.787037037037,3734.759259259259,3834.740740740741,3931.240740740741,4021.490740740741,4111.268518518518,4203.518518518518,4299.638888888889,4398.416666666667,4499.611111111111,4604.444444444444,4712.324074074074,4818.759259259259,4925.324074074074,5035.425925925926,5146.12037037037,5262.212962962963,5376.12037037037,5489.62037037037,5600.064814814815,5710.138888888889,5818.37037037037,5927.87037037037,6032.148148148148,6144.277777777777,6251.351851851852,6357.981481481482,6460.388888888889,6559.398148148148,7474.111111111111,8249.444444444445,8860.583333333334,9355.407407407407,9769.027777777777,10090.046296296296,10362.648148148148,10569.666666666666,10735.472222222223,10872.583333333334,10966.435185185184,11049.49074074074,11103.24074074074,11147.814814814816,11186.675925925925,11205.49074074074,11238.722222222223,11251.5,11274.722222222223,11295.87037037037,11310.277777777777,11344.25925925926,11364.777777777777,11398.314814814816,11431.472222222223,11461.12962962963,11505.0,12134.685185185184,12823.518518518518,13381.75925925926,13829.472222222223,14217.75,14574.564814814816,14909.342592592593,15220.287037037036,15488.537037037036,15720.222222222223,15919.592592592593,16083.148148148148,16221.574074074075,16335.222222222223,16441.962962962964,16527.296296296296,16613.287037037036,16693.537037037036,16763.00925925926,16834.203703703704,16906.98148148148,16972.814814814814,17049.574074074073,17122.13888888889,17197.324074074073,17272.00925925926,17341.5,18021.25,18643.064814814814,19120.11111111111,19457.61111111111,19684.185185185186,19837.305555555555,19923.36111111111,19975.24074074074,20001.59259259259,20002.675925925927,20006.287037037036,20006.555555555555,20005.00925925926,19992.62037037037,19988.24074074074,19984.453703703704,19979.222222222223,19971.064814814814,19969.10185185185,19974.24074074074,19967.925925925927,19961.527777777777,19964.916666666668,19961.787037037036,19956.064814814814,19948.65740740741,19952.15740740741,19933.555555555555,19900.194444444445,19864.25925925926,19818.296296296296,19771.805555555555,19731.23148148148,19684.064814814814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,D1,2948.3611111111113,3070.25,3165.8055555555557,3262.796296296296,3358.1481481481483,3448.435185185185,3542.0925925925926,3635.490740740741,3735.046296296296,3838.509259259259,3944.425925925926,4055.462962962963,4164.944444444444,4272.824074074074,4384.509259259259,4496.490740740741,4607.5462962962965,4721.842592592592,4836.185185185185,4949.740740740741,5057.75,5164.898148148148,5269.555555555556,5375.111111111111,5475.287037037037,5579.518518518518,5681.268518518518,5779.7962962962965,5871.509259259259,5961.824074074074,6757.731481481482,7382.268518518518,7845.268518518518,8207.50925925926,8497.99074074074,8713.99074074074,8899.851851851852,9033.99074074074,9144.194444444445,9235.046296296296,9291.25,9351.555555555555,9384.388888888889,9416.981481481482,9444.916666666666,9457.333333333334,9485.277777777777,9494.712962962964,9517.5,9533.37037037037,9550.611111111111,9579.731481481482,9593.518518518518,9626.305555555555,9649.50925925926,9677.398148148148,9714.287037037036,10189.444444444445,10657.712962962964,11027.416666666666,11325.185185185184,11576.5,11805.824074074075,12009.296296296296,12192.00925925926,12341.194444444445,12462.935185185184,12563.064814814816,12641.666666666666,12705.768518518518,12760.925925925925,12806.092592592593,12845.296296296296,12881.75,12911.453703703704,12942.157407407407,12975.351851851852,13007.685185185184,13043.537037037036,13078.74074074074,13112.592592592593,13151.722222222223,13193.064814814816,13233.99074074074,13607.944444444445,13968.185185185184,14268.185185185184,14502.453703703704,14666.657407407407,14773.462962962964,14837.49074074074,14875.00925925926,14895.555555555555,14902.222222222223,14904.296296296296,14902.046296296296,14898.361111111111,14895.49074074074,14892.851851851852,14887.888888888889,14884.398148148148,14878.648148148148,14874.24074074074,14874.953703703704,14864.12037037037,14865.87037037037,14861.064814814816,14861.268518518518,14862.416666666666,14859.694444444445,14859.342592592593,14830.916666666666,14800.685185185184,14759.648148148148,14715.101851851852,14671.027777777777,14635.546296296296,14597.333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,RD2,3189.8888888888887,3355.925925925926,3495.796296296296,3642.277777777778,3788.935185185185,3935.3611111111113,4082.3425925925926,4235.055555555556,4390.898148148148,4548.333333333333,4708.037037037037,4870.138888888889,5030.9537037037035,5192.361111111111,5349.731481481482,5501.675925925926,5653.25,5798.62037037037,5944.4537037037035,6084.583333333333,6223.435185185185,6352.064814814815,6479.388888888889,6595.194444444444,6711.462962962963,6822.981481481482,6933.148148148148,7038.648148148148,7140.675925925926,7237.407407407408,7996.4537037037035,8513.462962962964,8874.99074074074,9119.62037037037,9314.046296296296,9445.787037037036,9546.796296296296,9619.435185185184,9657.25,9694.166666666666,9703.481481481482,9711.962962962964,9715.888888888889,9704.296296296296,9709.166666666666,9695.203703703704,9697.462962962964,9694.62037037037,9688.407407407407,9698.49074074074,9694.481481481482,9708.435185185184,9717.25,9726.518518518518,9748.351851851852,9757.62037037037,9784.74074074074,10126.342592592593,10460.444444444445,10723.361111111111,10938.601851851852,11140.898148148148,11322.148148148148,11485.435185185184,11623.222222222223,11732.74074074074,11822.25925925926,11896.046296296296,11948.99074074074,11991.87037037037,12031.287037037036,12062.25925925926,12096.0,12116.175925925925,12143.555555555555,12172.166666666666,12194.916666666666,12221.944444444445,12252.472222222223,12280.074074074075,12316.12962962963,12345.805555555555,12382.583333333334,12419.074074074075,12763.787037037036,13124.388888888889,13431.12962962963,13663.222222222223,13826.037037037036,13928.37962962963,13986.175925925925,14022.287037037036,14037.101851851852,14042.166666666666,14038.527777777777,14036.166666666666,14033.25,14022.407407407407,14016.314814814816,14012.305555555555,14005.611111111111,13999.898148148148,13989.898148148148,13991.537037037036,13981.074074074075,13977.027777777777,13974.824074074075,13970.277777777777,13962.111111111111,13961.25,13951.268518518518,13898.472222222223,13844.064814814816,13798.722222222223,13759.12037037037,13719.833333333334,13682.712962962964,13656.944444444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,CK1,4489.631578947368,4618.46875,4761.136842105263,4859.21875,4952.774193548387,5060.881720430108,5166.645161290323,5275.322580645161,5382.5268817204305,5494.623655913979,5608.129032258064,5760.358695652174,5882.978260869565,6041.393258426966,6135.922222222222,6324.420454545455,6451.704545454545,6581.897727272727,6776.186046511628,6847.943181818182,6979.784090909091,7111.715909090909,7239.193181818182,7363.295454545455,7487.034090909091,7610.931818181818,7736.988636363636,7860.284090909091,7986.125,8102.488636363636,9178.818181818182,10132.781609195403,10940.232558139534,11592.862068965518,12117.436781609196,12540.379310344828,12897.862068965518,13206.379310344828,13444.425287356322,13663.264367816091,13827.310344827587,13969.402298850575,14097.137931034482,14241.522727272728,14341.568181818182,14411.579545454546,14538.573033707866,14612.651685393259,14663.494382022473,14740.550561797752,14792.741573033707,14858.314606741573,14930.08988764045,14985.123595505618,15072.022471910112,15054.511111111111,15129.988888888889,16263.696629213484,16817.479166666668,17635.885416666668,18309.125,18869.75,19352.572916666668,19566.163265306124,19951.520408163266,20272.785714285714,20549.326530612245,20663.58585858586,20605.633663366338,20763.58415841584,20901.118811881188,21016.326732673268,21112.039603960395,21196.72277227723,21271.70297029703,21333.128712871287,21390.69306930693,21319.450980392157,21237.68932038835,21670.97,21339.85436893204,21369.631067961163,21661.831683168315,21705.70297029703,22253.010101010103,22656.071428571428,23044.80412371134,23283.886597938144,23494.24742268041,23695.721649484534,23860.98969072165,24019.907216494845,24135.329896907217,24237.22680412371,24182.11224489796,24248.755102040817,24297.448979591838,24340.183673469386,24227.727272727272,24254.29292929293,24259.646464646463,24273.444444444445,24283.171717171717,24280.545454545456,24282.52525252525,24281.565656565657,24278.76767676768,24276.10101010101,24266.76767676768,24270.515151515152,24262.37373737374,24233.727272727272,24183.909090909092,23705.176470588234,24068.858585858587,24040.78787878788,23991.9797979798,24216.103092783505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,D1,2848.3981481481483,2955.435185185185,3039.6111111111113,3122.3703703703704,3203.2685185185187,3279.0833333333335,3355.2685185185187,3437.3888888888887,3516.824074074074,3597.5,3685.046296296296,3775.175925925926,3865.962962962963,3955.8796296296296,4047.6203703703704,4137.787037037037,4226.240740740741,4316.268518518518,4407.601851851852,4498.638888888889,4586.240740740741,4676.212962962963,4760.0,4841.768518518518,4922.712962962963,5002.712962962963,5083.648148148148,5162.481481481482,5238.824074074074,5309.444444444444,5948.416666666667,6448.7037037037035,6833.925925925926,7130.962962962963,7377.814814814815,7569.814814814815,7730.87962962963,7858.944444444444,7958.851851851852,8048.7037037037035,8109.481481481482,8166.444444444444,8208.731481481482,8243.083333333334,8277.305555555555,8298.453703703704,8326.25,8349.157407407407,8371.416666666666,8396.74074074074,8419.435185185184,8447.453703703704,8476.083333333334,8505.592592592593,8542.768518518518,8570.194444444445,8608.388888888889,9149.018518518518,9684.277777777777,10102.296296296296,10431.666666666666,10702.083333333334,10926.814814814816,11124.148148148148,11292.601851851852,11433.555555555555,11552.305555555555,11645.75,11723.111111111111,11790.472222222223,11840.777777777777,11884.268518518518,11925.25,11958.601851851852,11986.592592592593,12012.148148148148,12037.388888888889,12063.203703703704,12092.083333333334,12114.787037037036,12137.444444444445,12159.027777777777,12184.74074074074,12215.935185185184,12445.75,12695.62962962963,12911.212962962964,13084.027777777777,13216.101851851852,13304.111111111111,13363.888888888889,13400.407407407407,13421.731481481482,13432.268518518518,13431.666666666666,13440.481481481482,13440.472222222223,13442.055555555555,13436.546296296296,13436.481481481482,13437.111111111111,13435.694444444445,13433.194444444445,13426.277777777777,13429.907407407407,13423.777777777777,13427.601851851852,13424.666666666666,13421.694444444445,13416.74074074074,13414.537037037036,13390.972222222223,13361.148148148148,13332.50925925926,13311.527777777777,13285.555555555555,13260.777777777777,13241.074074074075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,RD2,4584.65306122449,4764.070707070707,4910.78,5089.86,5265.54,5438.25,5615.2,5832.484848484848,6021.121212121212,6246.326530612245,6411.565656565656,6616.979797979798,6860.270833333333,7071.104166666667,7278.479166666667,7487.104166666667,7731.747368421053,7978.734042553191,8186.414893617021,8389.77659574468,8633.806451612903,8827.322580645161,9016.935483870968,9197.935483870968,9377.09677419355,9551.591397849463,9721.408602150537,9888.032258064517,10049.354838709678,10200.870967741936,11402.291666666666,12164.061224489797,12781.897959183674,13216.530612244898,13408.98,13641.3,13823.58,13953.09,14035.44,14107.25,14143.45,14170.12,14184.36,14183.66,14260.818181818182,14252.171717171717,14251.414141414141,14248.242424242424,14311.15306122449,14244.959595959595,14310.683673469388,14318.84693877551,14325.775510204081,14332.30612244898,14278.808080808081,14360.795918367347,14316.60606060606,14465.862745098038,14815.631067961165,15272.166666666666,15511.485436893205,15719.211538461539,15984.048076923076,16205.798076923076,16392.81730769231,16453.542857142857,16479.283018867925,16571.443396226416,16647.17924528302,16711.19811320755,16758.67924528302,16803.67924528302,16851.254716981133,16900.245283018867,16843.78504672897,16892.30841121495,16942.981308411214,16995.71028037383,17051.672897196262,17115.467289719625,17180.850467289718,17247.130841121496,17315.26168224299,17390.29906542056,18047.392523364488,18644.233644859814,19071.89719626168,19358.52336448598,19523.915887850468,19625.448598130843,19671.457943925234,19698.570093457944,19700.841121495327,19692.21495327103,19692.78504672897,19684.140186915887,19683.672897196262,19673.40186915888,19662.841121495327,19663.51401869159,19661.73831775701,19654.196261682242,19649.130841121496,19650.579439252335,19640.317757009347,19636.33644859813,19634.70093457944,19628.841121495327,19626.327102803738,19620.41121495327,19614.971962616823,19565.252336448597,19506.158878504673,19440.560747663552,19356.850467289718,19335.981308411214,19290.028037383177,19245.383177570093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
