Sample_ID,Treatment,Variety,Sample,D_conv,D_stress,D_recovery,Category,Rank,R460,R520,R590,R660,R680,R710,R730,R780,R820,R850,R910,VI_NDVI,VI_NDRE,VI_EVI,VI_SIPI,VI_PRI,VI_MTCI,VI_GNDVI,VI_NDWI,BF(F440),GF(F520),RF(F690),FrF(f740),SR_F690_F740,SR_F440_F690,SR_F440_F520,SR_F520_F690,SR_F440_F740,SR_F520_F740,OJIP_FvFm,OJIP_PIabs,OJIP_TRo_RC,OJIP_ETo_RC,OJIP_Vi,OJIP_Vj,OJIP_ABS_RC_log,OJIP_DIo_RC_log,Trt_CK1,Trt_D1,Trt_RD2
CK1_73_2,CK1,73,2,0.3276960420194899,0.339055735035649,0.3163363490033307,Intermediate,8,0.0444581627373408,0.1995673220511818,0.1723166589632686,0.178691608303368,0.0981600832491873,0.1984233039386977,0.3260733408230686,0.3632659800009813,0.382076288349398,0.3867569689152162,0.3755319464368578,0.5912009624658906,0.3163705657170476,0.4334332357459588,1.1891470777192583,0.07327732432458371,1.2731491768020349,0.3137814342575202,0.01472541742676922,0.0766119957434597,0.1543420886838528,0.0869631045571181,0.337455435728022,0.2565169782635145,0.8769185314817773,0.4940943758746009,1.7666350607506356,0.2259840853995931,0.4552662466420727,0.8281725552779666,3.2831876798297635,1.2792324019913928,0.6920599404987586,0.8176793833786616,0.4540515758293804,0.9298431521951884,0.229945394866259,True,False,False
CK1_73_3,CK1,73,3,0.3276960420194899,0.339055735035649,0.3163363490033307,Intermediate,8,0.0290304601333533,0.1744896538621391,0.1569541136240463,0.1226475029895072,0.0801551233367073,0.1529773925832475,0.259513641527398,0.3138905044614924,0.2904103690963272,0.3485421032948829,0.3047037003725568,0.567390245592324,0.3099611409942323,0.33833279592117016,1.243155232672785,0.05290653184125326,1.4629624982362388,0.24934547108969352,0.06710858711408386,0.0736865505824856,0.1414093202844033,0.0852097898360284,0.3042837401716168,0.2787457511329455,0.8607880717852125,0.5186897905789623,1.6519087293116037,0.2410499184428935,0.4625905928852421,0.8223419912703777,2.348443682043277,1.4278667500704731,0.7060609701398826,0.8501396047867821,0.4976699243867641,1.0021276911432064,0.2628775377338028,True,False,False
D1_73_1,D1,73,1,0.3276960420194899,0.339055735035649,0.3163363490033307,Intermediate,8,0.0395753005043693,0.1585890040662302,0.1530481095440371,0.1623815789873962,0.114557018913173,0.1743587127811483,0.2681373812510101,0.2659989079038833,0.2809867306580827,0.2833241544498124,0.2883057669134037,0.42076182957083497,0.2341695067190557,0.24892059346868506,1.4505308434573854,0.017779957136692375,1.5681607393412258,0.27844513908079177,-0.008714751060810834,0.0612828824971643,0.0819356536278415,0.0685246276394035,0.2681979275415881,0.2543248368715951,0.8902049558664424,0.744498401331789,1.1902104135691691,0.2274475561710346,0.3040990146276366,0.7923579911741697,2.0233855538870635,1.2947717440878606,0.6013974936459444,0.849221223652755,0.550135275710218,0.967072048190143,0.3010571076057751,False,True,False
D1_73_2,D1,73,2,0.3276960420194899,0.339055735035649,0.3163363490033307,Intermediate,8,0.0397015497629039,0.171420305049774,0.1329802477116619,0.132531750294482,0.0636770392842894,0.1445088840882341,0.2890344679515877,0.2562446220615698,0.2569957783628065,0.3075328274364344,0.3247959758863212,0.6028535268345275,0.28016335747605187,0.3603206949592896,1.1240205146985145,0.12628116798538888,1.787978292638208,0.19974850764559218,-0.027300904781140074,0.0607485666316258,0.0720696181776033,0.0739918213613041,0.2676594826450579,0.2751684209506748,0.8172403944497484,0.8390374030313582,0.9695406238053486,0.2259180386088377,0.26801993338713,0.7937738465523234,1.8266276141904945,1.3664574118239203,0.6459239195425986,0.8549653973607776,0.5455639847637209,1.002186433548495,0.3177219101505505,False,True,False
D1_73_3,D1,73,3,0.3276960420194899,0.339055735035649,0.3163363490033307,Intermediate,8,0.0401392642961643,0.1546794838789352,0.1610395296126524,0.1324101148717415,0.0851389295711426,0.1572248480919202,0.2337088624347535,0.2881152233198772,0.2897309154629215,0.2798921263576419,0.2478199521966068,0.5457680541714093,0.2964634940986565,0.34109579138020935,1.2199483282731385,-0.02014463957485615,1.0610118579648538,0.30388899941132974,0.06077589553929089,0.0573406650111727,0.062282189064085,0.0685164232390357,0.2357397662890307,0.2893072670077249,0.833039413106254,0.9164238099620572,0.9048293774550524,0.2421181710684599,0.2629835162078788,0.7917885918434556,1.852732998476446,1.486873126241507,0.6722335187682061,0.8599514018874309,0.552413220562846,1.0578784554857086,0.343803259783587,False,True,False
RD2_73_1,RD2,73,1,0.3276960420194899,0.339055735035649,0.3163363490033307,Intermediate,8,0.0507621978151527,0.2045073980262874,0.1880431982659798,0.1853979274050029,0.122281072924785,0.2267945797998099,0.3482055928834063,0.3704444210849991,0.3327706040987444,0.3135012352872498,0.2959326530143704,0.4625618183648087,0.18938995375049514,0.3121618124610279,1.339774024440795,0.041941599161524276,1.161677726772456,0.23872781979748436,0.028827708156892683,0.079370896732326,0.1515163992056943,0.1018423385211275,0.3240089972757707,0.3128735147157029,0.7757654461933378,0.52143376970222,1.48091040764998,0.2438381893757105,0.4654789849186218,0.8045981722441128,1.1556955959256676,1.973291689248728,0.710945389616928,0.8504679709727054,0.6045416327842532,1.2945495033518948,0.3983278150390984,False,False,True
RD2_73_2,RD2,73,2,0.3276960420194899,0.339055735035649,0.3163363490033307,Intermediate,8,0.053729333455499,0.2144242115601592,0.1916527645606765,0.2093832883443585,0.1270844491355729,0.2167731231179672,0.2883446590536315,0.3229192726107712,0.3206436237974127,0.3408025796583516,0.3384541032101367,0.4323141352157542,0.19327737975348325,0.2880035741155216,1.378980308260923,0.056076675947041695,0.7979997111978,0.19851578663155825,0.0034574211891406437,0.0749225065616027,0.1266564390237954,0.0984780487867633,0.298391669122332,0.3285112518453492,0.7573042097943742,0.5888199724398637,1.2802221771827604,0.2499327182572265,0.4225110656698332,0.7992150201021145,1.1131715349619642,2.1613285489786245,0.8053736899489964,0.843438692461597,0.5884542169497918,1.4204904187164942,0.5841616278132338,False,False,True
RD2_73_3,RD2,73,3,0.3276960420194899,0.339055735035649,0.3163363490033307,Intermediate,8,0.0395995419630952,0.1784700299877223,0.1893163037169664,0.1389474193746059,0.1125285336399586,0.1624240003980591,0.2499007564802759,0.2644131246353894,0.256808927557197,0.3102979334719613,0.2672354834400064,0.3906465199862849,0.2251371990732832,0.22061444077272716,1.5054670956796574,-0.029490692652960383,1.7532004762339457,0.1799740056613933,0.07456269848800591,0.0732738533590208,0.1224371293215349,0.0960815265546739,0.3300208318372894,0.2897984430561386,0.759113376117601,0.5957079557964469,1.2684424025855516,0.2210065699579069,0.3692914832015427,0.8045981722441128,1.215644563451603,2.026305595241061,0.8030844480586143,0.8578981595792503,0.5760615485791929,1.3025359040841695,0.3824064391173082,False,False,True
CK1_1099_1,CK1,1099,1,0.5283258341525979,0.3479699142318796,0.7086817540733164,Tolerant,3,0.0327497753013058,0.1695611408398097,0.1648776411743058,0.138140648265189,0.0704751164527331,0.1632063882145705,0.2925844963065586,0.2917308779891585,0.3200686591863999,0.3500771210944911,0.3279865899847355,0.6390923586612071,0.3245817714269069,0.41674047005717685,1.151147103960469,0.01400405669850277,1.3951939365640438,0.3073904373029044,0.03257884288571587,0.0724584733320901,0.1144554322373689,0.0861624971676534,0.3237083219489021,0.2702613128641493,0.8538672787421266,0.6427946281747681,1.348769080654834,0.2272766316505301,0.3590062544347611,0.8257404154830882,2.5445564470478343,1.3764427384148603,0.6572416488683713,0.8950358223485595,0.5170713883612208,0.9992902790677656,0.2818722790620973,True,False,False
CK1_1099_2,CK1,1099,2,0.5283258341525979,0.3479699142318796,0.7086817540733164,Tolerant,3,0.0432126173220975,0.233275703607833,0.1612847395023759,0.1461465254750655,0.0843635270188729,0.1797605554953021,0.3733477236945012,0.4000757042001746,0.4420050395875138,0.4232945712752162,0.405828597353192,0.6794507409027747,0.421773874537529,0.5505254734121324,1.1150618936857264,0.18245864572224374,2.0292788076415906,0.3091000862722648,0.021065596262275003,0.073641300323242,0.1144632998057518,0.0868828945957565,0.3308117857335769,0.2666691503565784,0.8606104911750397,0.6532428362690025,1.3376775835699564,0.2260268040069617,0.3513215236236037,0.8315787276737158,2.9216691079522894,1.3381524358544945,0.6606318185558759,0.8814948866832443,0.5026984226977244,0.9764559075234154,0.2649739322898159,True,False,False
CK1_1099_3,CK1,1099,3,0.5283258341525979,0.3479699142318796,0.7086817540733164,Tolerant,3,0.0345736034657676,0.180032098933737,0.1493109722437968,0.1334938061489469,0.0798525883298404,0.1652947401242157,0.2879997962730681,0.3633759136111313,0.3354480271333963,0.3371603305724194,0.3154052103168072,0.6154468095802323,0.3398017867358304,0.4108560420375518,1.1771509893761174,0.09328001521361853,1.436118514947445,0.3014974202505311,0.033337831822942,0.071857033125462,0.1084892747065584,0.0812101819717751,0.314249406912322,0.2623949583697209,0.8984176330949466,0.6725149531193126,1.3564250172683,0.2321743746625312,0.350535339645987,0.8413374523981461,3.9952952336392697,1.121314136565785,0.6254440007344902,0.8951424350059535,0.4470765122091428,0.8599920418908756,0.2087594627424068,True,False,False
